continent,country_code,latitude,longitude,temperature,max_temperature,min_temperature,humidity,wind_speed,precipitation,uv_index,condition,event_type,year,month,day
nar,CUB,19.54900857,-84.3,27.9,28.4,27.4,88,39.6,114.45,6,Moderate or heavy rain shower,SW,2024,9,24
nar,CAN,51.44690857,-130.841,13.7,14.1,13.1,91,20.2,11.5,3,Light rain,EQ,2024,9,16
nar,USA,52.76270857,175.7343,9.1,9.8,8.7,90,34.2,0.57,2,Patchy rain possible,EQ,2024,9,16
nar,VGB,19.69230857,-64.1881,29.0,29.6,28.4,75,24.5,1.35,6,Patchy rain possible,EQ,2024,9,12
nar,USA,33.48805857,-111.441367,33.2,38.9,27.5,13,12.6,0.0,9,Sunny,WF,2024,9,10
nar,USA,35.94750857,-103.2288,21.8,29.5,16.3,44,29.5,0.82,7,Sunny,EQ,2024,9,8
nar,USA,42.61469057,-115.871036,28.4,36.6,22.1,14,31.0,0.2,8,Patchy rain possible,WF,2024,9,8
nar,USA,41.63500857,-112.4205,23.0,32.0,14.8,21,21.2,0.17,7,Patchy rain possible,EQ,2024,9,8
nar,CUB,19.60610857,-75.5887,27.0,34.0,20.5,77,13.0,0.72,7,Patchy rain possible,EQ,2024,9,7
nar,USA,28.04900857,-92.7,22.6,23.1,22.0,96,66.6,199.05,5,Moderate or heavy rain shower,SW,2024,9,11
nar,USA,43.54605857,-121.102133,21.8,26.9,17.9,28,21.6,0.11,6,Overcast,WF,2024,9,7
nar,USA,44.97111998,-120.0516264,27.7,36.0,19.6,19,20.9,0.0,9,Sunny,WF,2024,9,6
nar,USA,56.26100857,-162.0488,9.1,9.4,8.7,95,32.0,4.79,2,Light rain shower,EQ,2024,9,6
nar,USA,34.17037757,-117.15462,28.5,32.6,25.1,21,9.0,0.0,8,Sunny,WF,2024,9,5
nar,CAN,53.46220857,-133.3078,14.4,15.9,13.0,72,13.3,0.0,5,Sunny,EQ,2024,9,4
nar,USA,36.17015657,-120.618133,28.5,36.8,20.9,19,11.9,0.0,9,Sunny,WF,2024,9,3
nar,USA,38.42410857,-115.7298,15.8,23.2,9.4,26,18.7,0.0,5,Cloudy,EQ,2024,10,6
nar,CAN,53.5,-116.0,9.5,14.2,5.2,56,11.2,0.0,4,Partly cloudy,DR,2024,10,6
nar,USA,39.5,-78.5,15.7,26.8,6.1,80,7.6,9.93,6,Fog,DR,2024,10,6
nar,MEX,16.794,-98.0,17.5,22.3,14.8,90,9.0,29.79,5,Heavy rain at times,DR,2024,10,6
nar,USA,65.0314,-150.2722,4.2,8.3,1.7,69,15.8,0.0,3,Partly cloudy,EQ,2024,10,5
nar,PRI,19.70310857,-67.3896,27.9,29.2,26.5,82,19.8,0.0,7,Partly cloudy,EQ,2024,10,5
nar,USA,69.37660857,-145.0851,0.9,1.7,0.4,82,17.3,0.0,1,Overcast,EQ,2024,10,5
nar,USA,64.9911,-146.8799,4.0,8.1,0.7,66,10.8,0.0,2,Overcast,EQ,2024,10,5
nar,USA,35.98,-116.0097,26.5,34.3,19.4,16,10.4,0.0,8,Sunny,EQ,2024,10,5
nar,HND,16.75670857,-86.0555,29.0,29.4,28.6,74,14.4,8.19,6,Patchy rain possible,EQ,2024,10,5
nar,USA,34.893333,-85.110167,22.1,29.5,16.3,78,10.8,0.0,6,Fog,EQ,2024,10,5
nar,USA,62.83480857,-156.8171,2.7,6.1,0.2,79,6.8,0.0,2,Overcast,EQ,2024,10,5
nar,USA,37.576167,-122.430333,17.4,20.9,14.7,73,15.8,0.0,6,Partly cloudy,EQ,2024,10,4
nar,USA,47.65467524,-121.807,11.9,13.0,10.6,65,11.9,13.26,3,Moderate or heavy rain shower,EQ,2024,10,4
nar,USA,60.58110857,-159.1053,6.1,7.3,4.6,85,48.6,1.81,2,Light rain,EQ,2024,10,4
nar,VIR,18.0903419,-64.60833333,29.9,31.5,29.0,79,18.7,0.0,8,Sunny,EQ,2024,10,4
nar,USA,45.367833,-121.702167,8.8,14.1,3.7,62,22.0,5.59,3,Heavy rain at times,EQ,2024,10,4
nar,USA,57.052667,-135.658167,8.0,8.6,7.3,86,14.4,13.4,2,Overcast,EQ,2024,10,4
nar,USA,39.5617,-119.9811,19.2,28.2,12.6,28,40.3,0.0,7,Sunny,EQ,2024,10,4
nar,MEX,24.8721093,-97.98160697,25.3,27.0,23.3,88,29.5,13.17,6,Moderate or heavy rain shower,FL,2024,10,4
nar,USA,44.795667,-110.770833,9.4,14.2,4.7,29,31.0,0.0,4,Sunny,EQ,2024,10,4
nar,USA,44.761167,-111.106,11.7,18.1,5.3,28,31.7,0.0,5,Sunny,EQ,2024,10,4
nar,USA,47.898833,-124.5125,11.8,13.0,10.7,87,20.5,62.38,3,Moderate or heavy rain shower,EQ,2024,10,4
nar,USA,36.2714,-115.3037,29.3,36.7,22.7,13,8.6,0.0,9,Sunny,EQ,2024,10,3
nar,USA,36.52200857,-121.0491667,30.5,41.1,23.5,15,22.0,0.0,10,Sunny,EQ,2024,10,3
nar,USA,35.904833,-95.160167,22.6,31.0,15.9,53,16.9,0.0,8,Sunny,EQ,2024,10,3
nar,USA,64.676,-146.3963,1.9,5.7,0.0,80,7.2,0.0,2,Overcast,EQ,2024,10,3
nar,USA,41.248833,-110.445167,12.9,21.0,4.9,24,30.2,0.0,6,Sunny,EQ,2024,10,3
nar,USA,61.921,-144.736167,2.8,7.6,0.1,75,10.1,0.0,2,Cloudy,EQ,2024,10,3
nar,USA,35.541667,-96.7465,23.9,33.3,16.4,59,22.7,0.0,8,Sunny,EQ,2024,10,3
nar,USA,33.740167,-118.341333,17.2,22.0,14.2,93,12.2,0.0,5,Fog,EQ,2024,10,3
nar,USA,38.107833,-112.527833,18.2,27.1,11.5,19,19.4,0.0,7,Sunny,EQ,2024,10,2
nar,USA,45.278,-69.1878,12.9,14.7,10.8,77,11.9,0.0,3,Overcast,EQ,2024,10,2
nar,CAN,46.14610857,-73.8064,11.1,13.6,9.9,93,11.2,21.35,3,Moderate rain,EQ,2024,10,2
nar,USA,39.673167,-111.132833,15.1,21.5,10.9,24,23.0,0.0,6,Sunny,EQ,2024,10,2
nar,USA,40.7046,-74.7601,15.2,17.1,12.8,79,11.5,0.0,4,Overcast,EQ,2024,10,2
nar,MEX,17.00073602,-94.9,22.9,24.2,21.9,87,14.0,4.3,5,Light rain shower,TC,2024,10,2
nar,CYM,17.6,-82.0,29.2,30.7,28.5,83,30.6,9.17,7,Overcast,TC,2024,9,27
nar,MEX,17.3,-100.0,24.8,26.0,23.7,91,22.7,90.91,6,Moderate or heavy rain shower,TC,2024,9,27
nar,FRA,16.38790857,-61.9901,29.0,29.4,28.3,70,22.0,1.46,7,Partly cloudy,EQ,2024,9,23
nar,USA,27.94900857,-84.6,27.0,28.7,25.1,85,90.7,57.47,6,Light rain shower,SW,2024,9,26
nar,USA,29.09491791,-83.52274697,27.7,33.0,22.6,69,9.7,0.0,7,Mist,TC,2024,9,22
nar,MEX,14.64900857,-98.6,26.3,28.8,24.8,83,17.6,13.35,6,Light rain shower,SW,2024,9,23
nar,MEX,16.30073602,-94.1,23.9,26.2,20.7,86,6.8,11.03,6,Light rain shower,TC,2024,9,23
nar,USA,51.69050857,176.5355,9.5,9.9,9.2,96,42.8,17.92,2,Light rain shower,EQ,2024,9,19
nar,USA,52.15210857,-179.7552,8.7,9.6,8.0,92,28.1,0.18,2,Patchy rain possible,EQ,2024,9,15
nar,USA,41.43420857,-106.751,14.0,23.9,5.4,20,30.6,0.0,6,Sunny,EQ,2024,9,14
nar,MEX,24.4,-96.2,28.7,29.8,27.6,75,22.7,0.79,7,Partly cloudy,TC,2024,9,12
nar,USA,44.42590857,-126.1177,14.6,19.2,11.1,86,20.5,0.0,4,Mist,EQ,2024,9,9
nar,USA,33.84900857,-89.8,18.8,20.4,16.5,95,31.3,73.09,5,Heavy rain,SW,2024,9,12
nar,USA,44.39967524,-116.1138333,18.4,27.6,10.2,33,17.6,0.0,7,Sunny,EQ,2024,9,9
nar,USA,55.95690857,-157.4901,10.1,11.7,8.0,89,24.5,2.46,3,Patchy rain possible,EQ,2024,9,9
nar,USA,34.36060869,-117.7015577,27.5,33.1,23.5,28,15.1,0.03,7,Patchy rain possible,WF,2024,9,8
nar,MEX,24.44900857,-96.2,24.7,26.7,22.7,83,48.6,17.86,6,Moderate or heavy rain shower,SW,2024,9,10
nar,USA,28.9,-92.9491194,24.1,28.6,21.3,86,16.2,3.53,6,Light rain shower,TC,2024,9,10
nar,USA,32.148,-101.055,23.2,31.7,15.3,58,14.4,0.0,8,Sunny,EQ,2024,10,8
nar,MEX,22.34900857,-88.9,27.4,27.9,26.9,85,59.0,22.68,6,Moderate or heavy rain shower,SW,2024,10,8
nar,USA,61.9652,-145.6852,1.9,5.8,-0.9,81,5.0,0.0,2,Cloudy,EQ,2024,10,8
nar,USA,41.9495,-112.812333,15.7,25.5,6.9,28,18.0,0.0,6,Cloudy,EQ,2024,10,8
nar,USA,38.5,-79.5,9.9,12.9,6.7,68,12.6,0.0,4,Sunny,DR,2024,10,8
nar,MEX,29.5,-106.5,21.4,27.2,15.8,54,16.6,0.0,7,Sunny,DR,2024,10,8
nar,USA,64.9725,-147.4478,2.7,4.8,1.2,81,5.4,0.0,1,Overcast,EQ,2024,10,7
nar,USA,36.0245,-83.4605,20.0,24.1,14.3,67,11.9,0.0,5,Fog,EQ,2024,10,7
nar,USA,35.9972,-115.2107,28.9,36.7,22.4,15,7.9,0.0,9,Sunny,EQ,2024,10,7
nar,USA,41.202835,-121.43,22.0,30.0,15.6,26,19.4,0.0,7,Sunny,EQ,2024,10,7
nar,USA,38.166333,-112.2835,14.1,24.2,4.9,32,18.0,0.0,6,Partly cloudy,EQ,2024,10,7
nar,USA,64.24020857,-153.7161,1.0,5.9,-1.6,81,6.1,0.0,3,Sunny,EQ,2024,10,7
nar,USA,57.039667,-135.643167,8.6,8.8,8.2,89,12.2,6.44,2,Light rain shower,EQ,2024,10,7
nar,USA,45.27380857,-112.4752,11.5,21.9,1.5,43,23.8,0.0,6,Sunny,EQ,2024,10,7
nar,USA,40.28090857,-119.6872,20.5,25.6,16.1,26,23.8,0.0,7,Sunny,EQ,2024,10,7
nar,USA,64.7536,-149.2526,1.8,4.6,0.0,83,5.4,0.0,1,Overcast,EQ,2024,10,7
nar,USA,63.171,-142.8711,1.9,4.6,0.3,86,4.7,0.24,1,Light snow,EQ,2024,10,7
nar,CAN,53.5,-116.0,11.3,15.0,7.6,53,6.8,0.0,4,Overcast,DR,2024,10,7
nar,USA,42.117,-119.03,16.1,25.9,9.0,32,20.9,0.0,7,Sunny,EQ,2024,10,7
nar,USA,64.4762,-146.8778,2.6,4.5,1.3,81,4.3,0.0,1,Overcast,EQ,2024,10,7
nar,USA,62.1738,-153.667,-3.6,1.0,-10.3,95,10.1,5.28,1,Light snow showers,EQ,2024,10,6
nar,USA,62.8551,-146.7319,-0.6,4.2,-3.5,68,12.6,0.02,1,Cloudy,EQ,2024,10,6
nar,MEX,17.40050857,-98.314,17.5,22.3,14.8,90,9.0,29.79,5,Heavy rain at times,EQ,2024,10,6
nar,USA,40.712667,-111.7095,14.1,24.6,5.4,29,12.6,0.0,6,Sunny,EQ,2024,10,6
nar,USA,63.6591,-145.6325,3.1,7.4,1.0,67,12.2,0.0,3,Sunny,EQ,2024,10,6
nar,USA,35.9383,-116.5978,25.8,34.1,20.1,15,10.8,0.0,8,Partly cloudy,EQ,2024,10,6
nar,USA,45.873833,-122.2515,16.7,21.7,11.9,48,6.5,0.0,6,Partly cloudy,EQ,2024,10,6
nar,USA,44.761333,-111.133833,10.1,15.7,5.0,33,16.9,0.0,5,Sunny,EQ,2024,10,6
nar,USA,44.776667,-110.78,6.8,11.2,2.6,34,19.4,0.0,4,Sunny,EQ,2024,10,6
nar,USA,38.40590857,-115.7821,19.6,27.5,11.7,25,14.4,0.0,7,Sunny,EQ,2024,10,6
nar,USA,35.537667,-96.750833,24.0,32.5,17.5,55,16.9,0.0,8,Sunny,EQ,2024,10,6
nar,USA,38.281333,-112.562,17.5,24.4,11.3,22,20.5,0.0,6,Sunny,EQ,2024,10,6
nar,USA,47.73295857,-103.277083,14.7,17.2,11.9,39,52.9,0.0,5,Sunny,WF,2024,10,5
nar,USA,47.88178635,-102.8227778,14.1,15.9,11.5,41,55.1,0.0,5,Partly cloudy,WF,2024,10,5
nar,USA,33.44371806,-95.25720017,25.1,31.9,18.0,56,13.3,0.0,8,Sunny,WF,2024,10,5
nar,USA,33.6305,-118.293667,16.1,18.2,14.7,98,15.1,0.0,4,Fog,EQ,2024,10,5
nar,MEX,21.74900857,-91.7,28.3,28.5,28.1,82,45.7,35.89,6,Moderate or heavy rain shower,SW,2024,10,7
nar,USA,39.5,-78.5,13.3,16.2,9.5,71,18.4,4.48,5,Partly cloudy,DR,2024,10,7
nar,MEX,16.794,-98.0,16.8,22.8,12.9,89,10.1,77.42,5,Moderate or heavy rain shower,DR,2024,10,7
nar,USA,43.61009957,-116.054827,18.2,28.3,9.2,19,43.9,0.0,7,Sunny,WF,2024,10,4
nar,MEX,21.91890857,-106.7678,29.4,34.5,26.1,78,16.6,0.42,7,Cloudy,EQ,2024,10,3
nar,USA,42.75260857,-116.69174,16.0,25.7,8.4,35,24.5,0.0,7,Sunny,WF,2024,10,2
nar,USA,46.00504057,-118.018175,15.1,23.5,7.7,28,18.0,0.0,6,Partly cloudy,WF,2024,10,1
nar,USA,42.69154757,-99.341505,11.3,17.8,3.6,36,22.7,0.0,5,Sunny,WF,2024,10,1
nar,MEX,17.5,-95.7,26.0,30.6,23.0,74,6.8,0.77,7,Cloudy,TC,2024,10,3
nar,USA,38.87650857,-111.459217,18.7,28.2,9.7,26,9.4,0.0,7,Sunny,WF,2024,10,1
nar,USA,44.85567557,-115.110967,5.3,13.5,-2.9,32,9.7,0.0,4,Partly cloudy,WF,2024,9,30
nar,USA,42.31140857,-104.93317,11.9,15.7,4.9,31,33.1,0.0,5,Sunny,WF,2024,9,30
nar,USA,40.51847557,-111.0757,17.2,28.1,8.3,27,20.2,0.0,7,Sunny,WF,2024,9,28
nar,USA,67.35460857,-156.1824,0.0,1.0,-1.3,93,4.7,1.8,1,Moderate snow,EQ,2024,9,27
nar,USA,43.51067527,-101.155,24.2,33.8,15.6,36,28.4,0.0,8,Sunny,WF,2024,9,26
nar,USA,31.29900857,-92.645,24.0,29.2,19.5,61,20.2,0.0,7,Sunny,WF,2024,9,26
nar,MEX,17.74850857,-103.3625,27.8,29.9,26.3,84,11.5,8.59,6,Patchy rain possible,EQ,2024,9,15
nar,CAN,51.76380857,-130.6856,12.9,13.5,12.2,82,23.4,0.1,3,Overcast,EQ,2024,9,15
nar,USA,52.15250857,-179.7526,8.7,9.6,8.0,92,28.1,0.18,2,Patchy rain possible,EQ,2024,9,15
nar,USA,33.71150857,-117.5816667,29.5,34.4,24.8,36,17.3,0.0,8,Sunny,WF,2024,9,9
asia,IND,21.986443,82.55525428,29.0,40.0,24.1,48,21.6,7.64,8,Moderate rain at times,SW,2024,5,9
asia,IND,25.1660095,78.42441501,37.2,44.2,29.7,21,32.0,0.0,10,Sunny,SW,2024,5,9
asia,IND,20.728024,81.1396681,32.9,39.2,25.8,36,47.5,3.68,8,Thundery outbreaks possible,SW,2024,5,9
asia,IND,15.111554,77.45506174,33.2,39.4,28.3,40,25.2,5.89,8,Patchy rain possible,SW,2024,5,9
asia,IND,19.156937,74.85524168,32.4,38.0,27.1,32,27.0,0.0,9,Sunny,SW,2024,5,9
asia,IND,26.5220685,91.16521481,28.5,36.2,22.5,55,19.1,4.32,8,Patchy rain possible,SW,2024,5,9
asia,IND,17.281774,73.44442647,28.4,31.0,25.8,71,21.6,0.0,8,Partly cloudy,SW,2024,5,9
asia,IND,23.626967,83.48435851,26.6,35.9,21.8,54,27.4,6.46,8,Patchy rain possible,SW,2024,5,9
asia,IND,26.6787835,75.39412127,37.1,43.7,29.4,14,22.3,0.0,10,Partly cloudy,SW,2024,5,9
asia,IND,15.893332,79.58100901,32.2,38.6,28.2,55,25.2,0.48,9,Partly cloudy,SW,2024,5,9
asia,IND,22.685936,88.66191766,27.3,35.7,22.3,74,31.0,48.53,8,Moderate or heavy rain with thunder,SW,2024,5,9
asia,IND,26.8861625,82.082683,28.8,31.4,25.9,48,34.6,0.06,7,Patchy rain possible,SW,2024,5,9
asia,IND,16.5736435,76.92585488,33.8,39.7,29.7,37,41.8,0.13,8,Patchy rain possible,SW,2024,5,9
asia,BGD,24.8627645,92.35772625,28.2,34.8,22.6,67,9.0,5.06,7,Thundery outbreaks possible,FL,2024,5,9
asia,IND,26.625781,93.73,27.5,37.4,22.0,58,33.1,3.17,8,Light rain shower,FL,2024,5,9
asia,IND,26.129901,91.86608503,27.1,36.7,22.7,63,23.0,5.72,8,Moderate rain at times,SW,2024,5,9
asia,IND,24.221307,84.17405165,28.5,37.3,23.5,49,27.4,7.67,8,Moderate rain at times,SW,2024,5,9
asia,IND,24.06263,87.69726716,30.1,37.3,24.3,54,33.5,9.99,8,Light rain shower,SW,2024,5,9
asia,IND,25.398842,93.08129193,25.1,35.8,19.4,70,10.8,7.56,8,Patchy rain possible,SW,2024,5,9
asia,PHL,13.50073602,124.7,27.8,29.7,26.2,79,17.3,4.01,6,Patchy rain possible,TC,2024,5,9
asia,IND,27.385781,79.62,33.7,40.8,27.0,34,28.8,0.0,10,Sunny,FL,2024,5,9
asia,IND,29.6999715,79.41851323,23.2,29.8,18.6,54,11.2,2.51,6,Patchy rain possible,SW,2024,5,9
asia,IND,27.189892,83.95,26.2,30.0,24.0,56,20.2,3.3,7,Patchy light drizzle,FL,2024,5,9
asia,IND,26.195781,85.67,28.6,33.2,25.4,49,20.2,4.06,7,Light rain shower,FL,2024,5,9
asia,IND,25.488784,74.34199575,36.6,43.2,29.9,19,25.9,0.0,10,Sunny,SW,2024,5,9
asia,IND,25.415781,87.23,28.7,37.6,24.8,59,35.3,8.42,8,Moderate rain at times,FL,2024,5,9
asia,IND,23.0379615,81.75620333,27.4,36.1,22.4,48,21.6,1.22,8,Patchy rain possible,SW,2024,5,9
asia,IND,26.6274105,89.45913477,28.4,35.8,23.0,52,15.8,1.25,8,Patchy rain possible,SW,2024,5,9
asia,IND,19.5457045,78.60867675,33.2,40.2,26.2,40,35.6,6.19,9,Moderate rain at times,SW,2024,5,9
asia,IND,18.6438765,73.92280963,29.0,37.5,22.7,46,29.5,0.0,9,Sunny,SW,2024,5,9
asia,IND,25.9098885,84.78869109,30.5,34.7,27.2,46,34.9,3.74,7,Light rain shower,SW,2024,5,9
asia,IND,24.0196975,80.88313108,34.5,42.2,27.4,27,25.9,0.0,9,Thundery outbreaks possible,SW,2024,5,9
asia,AZE,39.66400857,48.3405,17.4,24.4,11.6,65,28.8,0.02,5,Patchy rain possible,EQ,2024,5,9
asia,IND,25.765781,84.37,31.2,36.3,27.2,42,35.6,3.91,8,Patchy rain possible,FL,2024,5,9
asia,IND,25.365781,85.99,30.8,37.9,26.9,47,33.5,0.51,8,Patchy rain possible,FL,2024,5,9
asia,IND,18.439784,77.32514093,32.4,39.2,29.5,36,31.0,0.95,8,Patchy rain possible,SW,2024,5,9
asia,IND,23.6926655,84.50351626,28.5,37.3,23.5,49,27.4,7.67,8,Moderate rain at times,SW,2024,5,9
asia,RUS,47.0005,44.0,10.4,16.4,4.6,42,28.8,0.0,5,Partly cloudy,DR,2024,5,9
asia,TUR,40.5,35.0,15.1,21.5,8.9,56,13.7,0.03,6,Sunny,DR,2024,5,9
asia,IND,27.4405,92.0,4.3,9.0,1.0,62,11.9,2.54,2,Patchy light snow with thunder,DR,2024,5,9
asia,CHN,37.5,113.0,22.5,28.6,16.5,32,21.2,0.0,7,Sunny,DR,2024,5,9
asia,IND,23.5,86.0,30.2,35.1,25.4,45,16.2,0.0,9,Partly cloudy,DR,2024,5,9
asia,IND,15.352515,73.77728312,27.7,31.5,23.8,65,20.9,0.0,8,Sunny,SW,2024,4,9
asia,IND,24.7571715,92.88379566,28.0,35.6,22.1,41,8.6,0.0,9,Partly cloudy,SW,2024,4,9
asia,IND,17.1085595,81.27209797,30.7,39.0,24.9,59,25.2,0.01,8,Cloudy,SW,2024,4,9
asia,IND,16.436538,80.54895544,31.2,38.4,25.8,58,23.8,0.03,8,Patchy rain possible,SW,2024,4,9
asia,IND,28.765781,78.14,30.1,38.6,22.4,8,27.4,0.0,8,Overcast,FL,2024,4,9
asia,IND,15.3475475,76.80389465,32.1,37.6,26.2,30,30.6,0.0,9,Sunny,SW,2024,4,9
asia,IND,26.5619345,74.79948279,30.2,37.3,23.8,11,14.4,0.0,8,Overcast,Misc,2024,4,9
asia,IND,18.9518915,72.90128755,28.8,31.3,27.0,61,22.7,0.0,8,Sunny,SW,2024,4,9
asia,IND,15.6046245,74.00282556,27.7,31.5,23.8,65,20.9,0.0,8,Sunny,SW,2024,4,9
asia,IND,27.327482,88.70238339,13.6,17.8,7.8,40,13.7,1.98,4,Patchy rain possible,SW,2024,4,9
asia,IND,23.626967,83.48435851,26.5,34.7,18.5,34,12.2,0.0,7,Overcast,Misc,2024,4,9
asia,IND,24.712516,81.94270452,29.7,37.6,20.3,27,17.3,0.0,8,Overcast,SW,2024,4,9
asia,IND,22.817187,85.91725022,31.5,38.8,24.4,25,10.8,0.0,8,Overcast,SW,2024,4,9
asia,IND,24.3133725,84.47475851,29.7,38.7,20.0,26,13.0,0.0,8,Overcast,SW,2024,4,9
asia,IND,24.092599,92.23895483,29.0,36.3,22.7,43,6.8,0.0,9,Partly cloudy,SW,2024,4,9
asia,IND,30.3427365,76.96545261,28.0,36.9,19.4,10,12.2,0.0,9,Sunny,SW,2024,4,9
asia,IND,21.122919,72.6868065,31.3,37.6,26.3,47,21.6,0.0,9,Sunny,SW,2024,4,9
asia,IND,20.41888,72.8434979,30.0,36.2,25.6,55,19.8,0.0,9,Sunny,SW,2024,4,9
asia,IND,22.380518,69.33119627,27.0,29.3,25.1,67,27.4,0.0,7,Sunny,SW,2024,4,9
asia,IND,23.484074,73.39860536,33.6,39.5,26.9,13,17.6,0.0,9,Sunny,SW,2024,4,9
asia,IND,21.130927,74.49020762,32.6,39.6,24.8,27,21.2,0.0,9,Sunny,SW,2024,4,9
asia,IND,27.417874,76.6097889,29.9,37.0,23.0,10,15.1,0.0,8,Overcast,SW,2024,4,9
asia,IND,24.2694935,72.16529129,32.8,40.7,25.4,15,20.2,0.0,10,Sunny,SW,2024,4,9
asia,IND,26.984609,73.74124797,32.2,38.1,25.1,9,23.4,0.0,9,Partly cloudy,SW,2024,4,9
asia,IND,21.8595675,80.31296773,27.3,36.0,20.9,54,20.9,3.19,8,Patchy rain possible,SW,2024,4,9
asia,IND,23.9369845,76.14049115,31.3,37.5,25.8,30,25.9,0.23,8,Patchy rain possible,SW,2024,4,9
asia,IND,19.121498,81.82539719,27.9,35.6,20.9,41,14.8,1.21,8,Patchy rain possible,SW,2024,4,9
asia,IND,25.265781,87.23,31.2,39.0,22.7,24,25.6,0.0,8,Overcast,FL,2024,4,9
asia,IND,18.9952815,79.27702213,32.3,38.1,27.1,39,19.4,0.1,9,Sunny,SW,2024,4,9
asia,IND,21.708758,77.02363228,32.7,39.0,26.7,33,21.6,0.0,9,Sunny,SW,2024,4,9
asia,IND,27.2822715,96.09055948,25.9,33.2,20.9,54,8.3,0.03,7,Patchy rain possible,SW,2024,4,9
asia,PHL,14.7671275,122.0756341,24.5,24.9,24.0,87,30.2,13.81,5,Light rain shower,EQ,2024,3,9
asia,CYP,34.75780857,32.2605,14.6,16.3,13.1,67,33.8,1.56,4,Light rain shower,EQ,2024,3,9
asia,CYP,34.7124235,32.3521667,14.6,16.3,13.1,67,33.8,1.56,4,Light rain shower,EQ,2024,3,9
asia,IND,26.761989,92.65595293,23.2,31.9,15.1,24,11.2,0.0,8,Sunny,SW,2024,3,9
asia,IND,30.083272,78.1742755,17.2,27.4,10.0,39,13.0,0.0,7,Sunny,SW,2024,3,9
asia,IND,21.729847,88.4065592,25.9,28.7,23.2,48,20.2,0.0,7,Sunny,SW,2024,3,9
asia,IND,31.7398665,76.75910871,17.1,25.0,11.6,41,12.2,0.0,7,Partly cloudy,SW,2024,3,9
asia,IND,28.2143025,95.87920001,22.9,30.9,15.3,38,5.8,0.0,8,Sunny,SW,2024,3,9
asia,IND,28.1944785,94.48417323,23.0,30.9,15.9,38,6.5,0.0,8,Sunny,SW,2024,3,9
asia,IDN,-0.3364,123.0743,24.3,30.3,20.6,70,4.7,0.0,9,Partly cloudy,EQ,2024,3,9
asia,IND,23.502829,91.59885557,24.5,32.3,17.7,24,14.8,0.0,8,Sunny,SW,2024,3,9
asia,IND,19.555781,79.61,30.6,38.1,23.2,17,10.8,0.0,9,Sunny,FL,2024,3,9
asia,IND,25.874019,87.96236331,23.6,32.1,15.5,19,18.0,0.0,8,Sunny,SW,2024,3,9
asia,IND,31.895304,75.23120783,18.0,28.5,9.4,37,14.0,0.0,6,Overcast,SW,2024,3,9
asia,IND,22.538807,70.04304052,25.5,29.8,21.7,30,24.8,0.0,7,Sunny,SW,2024,3,9
asia,IND,20.785437,73.71012032,27.5,35.3,20.8,16,19.1,0.0,9,Sunny,SW,2024,3,9
asia,IND,20.719214,70.93002293,26.1,32.0,21.7,28,22.7,0.0,8,Sunny,SW,2024,3,9
asia,IND,28.730649,75.89728873,20.6,29.5,12.4,22,22.0,0.0,7,Sunny,SW,2024,3,9
asia,IND,21.971415,75.75388971,26.5,32.9,20.0,18,12.6,0.0,8,Sunny,SW,2024,3,9
asia,IND,20.2053245,72.98589069,25.8,29.7,22.0,39,26.3,0.0,7,Sunny,ET,2024,3,9
asia,IND,26.65433,77.63067418,22.2,30.1,14.7,19,16.2,0.0,8,Sunny,Misc,2024,3,9
asia,IND,20.785437,73.71012032,27.5,35.3,20.8,16,19.1,0.0,9,Sunny,ET,2024,3,9
asia,IND,24.6423945,75.19694264,22.9,30.1,16.2,21,19.1,0.0,8,Sunny,SW,2024,3,9
asia,IND,6.9986665,93.80992425,27.7,28.6,26.8,68,15.1,0.01,7,Partly cloudy,SW,2024,3,9
asia,IND,23.4948585,74.34606475,25.8,31.8,19.3,20,19.1,0.0,8,Sunny,Misc,2024,3,9
asia,IND,17.816,73.0844605,26.8,31.9,22.9,46,26.3,0.0,8,Sunny,SW,2024,3,9
asia,IND,18.0156845,77.24945347,29.3,35.8,22.7,18,14.0,0.0,9,Sunny,SW,2024,3,9
asia,IND,16.78617055,80.41620215,29.7,38.9,22.7,53,23.4,0.0,9,Partly cloudy,FL,2024,3,9
asia,IND,27.802414,94.56797063,17.3,24.0,11.8,60,6.5,0.0,6,Sunny,SW,2024,2,9
asia,IND,23.774864,71.6786148,21.0,29.0,14.8,18,15.5,0.0,7,Partly cloudy,SW,2024,2,9
asia,IDN,-9.50629143,122.0311,24.5,30.4,21.6,82,10.4,5.03,10,Patchy rain possible,EQ,2024,2,9
asia,IND,23.1310165,87.20840646,20.2,26.8,14.0,22,15.8,0.0,6,Cloudy,SW,2024,2,9
asia,IND,20.842586,75.52629719,25.1,31.8,18.9,28,15.5,0.0,7,Overcast,SW,2024,2,9
asia,IND,19.145781,77.31,27.0,34.2,20.2,28,16.2,0.0,8,Sunny,FL,2024,2,9
asia,IND,23.5288765,91.30247654,19.0,26.0,13.3,34,14.8,0.0,7,Partly cloudy,SW,2024,2,9
asia,IND,21.130927,74.49020762,25.0,31.5,18.9,28,16.2,0.0,8,Partly cloudy,ET,2024,2,9
asia,IND,23.685752,78.29798281,17.6,25.4,10.9,22,13.0,0.0,7,Partly cloudy,SW,2024,2,9
asia,IND,22.5705375,75.24082311,20.2,28.0,13.5,24,12.2,0.0,7,Sunny,SW,2024,2,9
