continent,country_code,latitude,longitude,temperature,max_temperature,min_temperature,humidity,wind_speed,precipitation,uv_index,condition,event_type,year,month,day
asia,IND,17.746584,79.24072321,26.7,31.3,23.1,74,14.0,0.51,7,Patchy light drizzle,SW,2024,9,28
asia,IND,25.0817765,78.3198376,25.0,27.9,23.5,90,15.8,13.03,6,Light rain shower,SW,2024,9,28
asia,IND,23.82628,91.96925791,26.6,31.6,23.5,86,7.2,1.76,7,Patchy light rain with thunder,SW,2024,9,28
asia,IND,26.236148,89.71398856,23.6,25.7,22.4,95,13.0,35.02,6,Light rain shower,SW,2024,9,28
asia,IND,22.7457875,72.29843046,26.5,27.9,25.4,85,20.5,7.73,6,Light rain shower,SW,2024,9,28
asia,IND,21.7603525,74.89259246,25.0,28.0,23.5,89,22.7,20.83,6,Light rain shower,SW,2024,9,28
asia,IND,25.5608325,85.29128187,24.7,27.3,23.2,92,22.3,11.17,6,Light rain shower,SW,2024,9,28
asia,IND,27.189892,83.95,22.5,22.8,21.9,97,18.4,64.9,5,Light rain shower,FL,2024,9,28
asia,IND,26.405781,85.49,23.0,23.8,22.6,95,21.6,18.2,5,Light rain shower,FL,2024,9,28
asia,IND,26.265781,86.27,23.3,23.7,22.8,94,23.4,8.96,5,Light rain shower,FL,2024,9,28
asia,IND,24.542111,85.6860602,26.2,30.5,23.8,89,15.1,13.41,7,Light rain shower,SW,2024,9,28
asia,IND,25.874019,87.96236331,24.2,26.2,22.8,95,22.3,51.63,6,Light rain shower,SW,2024,9,28
asia,IND,26.325781,87.54,23.4,25.0,22.2,95,20.5,29.54,6,Light rain shower,FL,2024,9,28
asia,IND,27.661099,91.90710875,8.3,12.9,5.3,72,9.7,0.76,3,Thundery outbreaks possible,SW,2024,9,28
asia,JPN,23.80073602,140.1,28.2,29.0,27.0,78,31.0,4.65,6,Patchy light rain with thunder,TC,2024,9,28
asia,PHL,21.5,122.4,28.9,29.3,28.4,80,41.8,6.35,6,Light rain shower,TC,2024,9,28
asia,IND,27.083256,88.44942999,17.3,19.3,15.5,95,8.6,31.27,4,Moderate rain,FL,2024,9,28
asia,IND,21.754642,88.95686418,28.0,31.2,25.7,86,17.6,4.71,7,Patchy light rain with thunder,SW,2024,9,28
asia,IND,27.925781,78.86,23.8,24.9,23.3,89,21.6,1.05,5,Light drizzle,FL,2024,9,28
asia,IND,16.6152025,81.46771053,27.8,31.5,24.9,81,13.0,7.3,7,Light rain shower,SW,2024,9,28
asia,IND,25.765781,84.37,24.5,27.7,23.1,95,20.5,21.66,6,Light rain shower,FL,2024,9,28
asia,IND,19.156937,74.85524168,24.6,28.7,21.5,78,27.0,0.06,6,Patchy rain possible,SW,2024,9,28
asia,IND,21.7106135,88.11072939,29.1,29.6,28.4,82,24.5,6.24,6,Light rain shower,SW,2024,9,28
asia,IND,22.685936,88.66191766,27.8,31.2,25.3,86,17.3,7.02,7,Patchy light rain with thunder,SW,2024,9,28
asia,IND,13.122133,79.025098,28.0,33.4,24.6,69,12.2,8.96,7,Patchy light rain,SW,2024,9,28
asia,IND,22.908839,88.01556661,27.7,31.2,25.0,86,18.4,2.63,7,Light rain shower,SW,2024,9,28
asia,IND,26.863547,82.99118445,22.7,23.1,22.6,96,24.8,29.3,5,Light rain shower,SW,2024,9,28
asia,IND,21.655781,87.06,28.2,32.2,25.1,84,17.3,0.45,7,Thundery outbreaks possible,FL,2024,9,28
asia,TUR,38.565,28.92475,23.4,30.9,17.0,25,16.2,0.0,8,Sunny,DR,2024,9,28
asia,IND,23.5,88.5,27.9,32.3,25.2,85,18.4,5.75,7,Patchy light rain with thunder,DR,2024,9,28
asia,IND,30.159209,78.2808672,23.4,27.7,21.0,91,6.8,14.87,6,Light rain shower,SW,2024,9,27
asia,IND,20.5878775,75.98643386,23.7,27.0,21.8,89,23.8,5.07,6,Light rain shower,SW,2024,9,27
asia,IND,21.708758,77.02363228,24.7,27.0,23.4,92,15.8,6.47,6,Light rain shower,SW,2024,9,27
asia,IND,24.0196975,80.88313108,24.8,27.5,23.3,93,15.5,44.07,6,Light rain shower,SW,2024,9,27
asia,IND,25.7187555,84.35164501,24.5,25.5,23.7,96,25.6,55.03,6,Moderate or heavy rain shower,SW,2024,9,27
asia,IND,25.7833795,86.93714443,23.9,24.4,23.3,97,27.0,62.03,5,Moderate or heavy rain shower,SW,2024,9,27
asia,IND,26.263262,87.36563909,23.1,23.5,22.9,97,25.9,118.46,5,Light rain shower,ET,2024,9,27
asia,JPN,25.50073602,123.5,28.7,29.2,28.4,77,39.2,7.18,6,Light rain shower,TC,2024,9,28
asia,IND,22.8062225,76.30119188,23.9,26.5,22.7,92,13.3,14.96,6,Light rain shower,SW,2024,9,27
asia,IND,24.795781,87.92,24.9,26.3,24.0,95,22.0,26.98,6,Light rain shower,FL,2024,9,27
asia,JPN,31.8003713,136.3155319,23.3,25.1,22.1,67,34.2,0.02,6,Patchy rain possible,TC,2024,9,25
asia,PHL,13.97950857,120.7585,24.7,26.6,23.6,91,16.9,5.58,6,Light rain shower,EQ,2024,9,22
asia,JPN,24.8,124.0,28.8,29.2,28.2,83,53.6,15.76,6,Light rain shower,TC,2024,9,22
asia,JPN,25.28850857,142.7018,27.5,28.4,26.6,77,10.4,0.23,6,Patchy rain possible,EQ,2024,9,22
asia,JPN,24.35550857,141.4191,27.5,28.2,26.7,80,18.7,0.3,6,Cloudy,EQ,2024,9,21
asia,JPN,37.22741262,139.1187456,21.1,21.8,20.3,98,5.8,27.36,5,Light rain shower,TC,2024,9,21
asia,CHN,23.90073602,116.6,27.0,32.5,21.9,82,12.2,4.56,7,Patchy light rain with thunder,TC,2024,9,21
asia,KOR,34.34900857,125.4,25.4,27.0,23.0,91,54.7,63.82,6,Moderate or heavy rain shower,SW,2024,9,21
asia,JPN,29.0,124.1,27.3,27.4,27.1,86,31.7,6.68,6,Light rain shower,TC,2024,9,18
asia,JPN,27.04900857,127.8,27.9,28.5,27.0,87,53.6,16.16,6,Moderate or heavy rain shower,SW,2024,9,18
asia,CHN,17.1,109.5,27.4,32.1,24.6,79,13.3,3.57,7,Light rain shower,TC,2024,9,18
asia,JPN,25.07556063,127.9146951,28.0,29.0,27.5,81,34.9,1.33,6,Patchy rain possible,TC,2024,9,17
asia,JPN,27.58470857,141.8488,27.9,28.3,27.4,82,37.8,5.53,6,Light rain shower,EQ,2024,9,12
asia,JPN,27.90073602,128.8,28.5,28.9,28.2,85,66.6,15.67,6,Light rain shower,TC,2024,9,14
asia,JPN,26.34900857,131.4,28.4,29.0,27.7,88,112.7,124.73,6,Moderate or heavy rain with thunder,SW,2024,9,14
asia,CHN,20.34900857,109.0,30.7,31.9,28.8,75,63.4,11.98,7,Patchy light rain with thunder,SW,2024,9,6
asia,CHN,19.94298626,112.8802995,26.7,27.7,25.3,83,91.1,99.46,6,Heavy rain,TC,2024,9,6
asia,TJK,38.62290857,70.0248,18.0,23.7,12.6,26,13.3,0.0,6,Sunny,EQ,2024,9,3
asia,JPN,34.776035,135.2,24.4,25.4,23.4,90,28.4,36.65,6,Moderate or heavy rain shower,TC,2024,8,29
asia,JPN,33.64900857,135.5,26.0,26.6,25.5,94,42.8,135.97,6,Torrential rain shower,SW,2024,8,31
asia,PAK,23.44900857,66.5,26.8,28.2,25.5,80,49.3,1.79,6,Light drizzle,SW,2024,8,30
asia,IND,23.899644,91.39394496,27.3,30.9,24.6,89,11.2,23.37,7,Patchy light rain with thunder,SW,2024,9,29
asia,IND,25.3716435,77.83148645,25.1,27.6,23.8,92,15.1,9.08,6,Light rain shower,SW,2024,9,29
asia,IND,17.5054095,78.29097445,27.7,32.4,24.0,67,7.6,1.15,7,Patchy rain possible,SW,2024,9,29
asia,IND,18.795124,81.46825632,25.3,29.7,21.8,84,7.9,7.95,6,Patchy light rain with thunder,SW,2024,9,29
asia,IND,24.6544565,78.5004079,26.4,29.7,23.9,86,11.5,12.84,6,Light rain shower,SW,2024,9,29
asia,IND,24.593236,76.35768002,26.9,30.4,24.6,82,18.4,0.18,7,Patchy rain possible,SW,2024,9,29
asia,IND,23.9494005,91.6461858,26.5,31.0,24.0,92,10.1,23.59,7,Patchy light rain with thunder,SW,2024,9,29
asia,IND,19.121498,81.82539719,25.3,29.7,21.8,84,7.9,7.95,6,Patchy light rain with thunder,SW,2024,9,29
asia,IND,22.332123,86.99685155,28.9,33.0,25.7,80,10.8,1.65,7,Patchy light drizzle,SW,2024,9,29
asia,IND,9.814518,77.00296078,26.5,32.5,22.7,73,11.9,3.45,7,Patchy light drizzle,SW,2024,9,29
asia,IND,23.502829,91.59885557,27.7,31.9,25.0,87,11.2,6.73,7,Patchy light rain with thunder,SW,2024,9,29
asia,IND,15.369337,75.1353846,26.6,30.7,22.0,68,12.6,0.3,7,Patchy rain possible,SW,2024,9,29
asia,IND,18.032699,79.42838846,27.2,31.5,23.9,81,12.6,7.63,7,Moderate or heavy rain shower,SW,2024,9,29
asia,IND,24.06263,87.69726716,28.7,32.3,25.6,82,10.4,9.47,7,Light rain shower,SW,2024,9,29
asia,IND,18.9711715,72.82614843,27.9,29.2,26.4,79,16.2,6.15,6,Light rain shower,SW,2024,9,29
asia,IND,21.6006895,72.35369177,27.4,29.5,25.9,76,16.6,4.72,6,Patchy rain possible,SW,2024,9,29
asia,IND,20.2053245,72.98589069,27.0,29.2,25.0,82,12.6,4.12,6,Light rain shower,SW,2024,9,29
asia,IND,27.189892,83.95,25.5,29.8,22.6,84,9.7,4.04,6,Patchy rain possible,FL,2024,9,29
asia,IND,21.6038525,69.85348,28.3,30.1,26.8,78,16.6,1.25,7,Patchy rain possible,SW,2024,9,29
asia,IND,20.9045655,71.52704468,27.5,30.6,25.8,76,11.2,3.0,7,Patchy rain possible,SW,2024,9,29
asia,IND,26.195781,85.67,26.4,30.7,22.7,83,12.2,8.0,7,Light rain shower,FL,2024,9,29
asia,IND,26.125781,86.58,25.8,28.8,23.0,84,10.4,2.97,6,Patchy rain possible,FL,2024,9,29
asia,IND,26.325781,87.54,25.7,28.7,23.1,84,9.0,0.95,6,Patchy light drizzle,FL,2024,9,29
asia,IND,21.882186,77.87131887,24.5,28.0,21.8,86,14.8,1.26,6,Patchy light drizzle,SW,2024,9,29
asia,IND,22.288599,74.36019275,25.4,28.7,23.6,86,15.1,0.01,6,Overcast,SW,2024,9,29
asia,IND,24.3318345,86.71898607,28.2,32.0,25.2,80,13.7,3.11,7,Light rain shower,SW,2024,9,29
asia,IND,24.0196975,80.88313108,25.6,29.4,22.7,89,19.1,2.14,6,Patchy light rain with thunder,SW,2024,9,29
asia,IND,24.2143875,81.70109611,26.7,30.4,23.8,85,19.1,2.37,7,Light rain shower,SW,2024,9,29
asia,PHL,10.58620857,124.3913,28.6,29.8,27.5,78,21.2,0.58,6,Patchy rain possible,EQ,2024,9,29
asia,JPN,23.94900857,141.1,27.3,28.1,26.8,85,88.9,62.69,6,Moderate or heavy rain with thunder,SW,2024,9,29
asia,IND,27.925781,78.86,26.0,30.2,22.6,82,11.5,0.52,7,Patchy rain possible,FL,2024,9,29
asia,IND,25.765781,84.37,26.9,30.7,23.5,87,13.0,9.15,7,Moderate or heavy rain shower,FL,2024,9,29
asia,AFG,34.13970857,70.953,25.1,29.5,20.5,61,10.1,2.99,6,Patchy rain possible,EQ,2024,9,29
asia,IND,26.7047495,81.58891326,23.4,24.0,22.9,96,16.2,13.11,5,Light rain shower,SW,2024,9,29
asia,IND,14.057155,78.41630216,28.0,32.1,24.5,63,12.2,4.72,7,Light rain shower,SW,2024,9,29
asia,TUR,38.565,28.92475,21.9,29.0,15.9,31,19.4,0.0,7,Sunny,DR,2024,9,29
asia,IND,23.5,88.5,29.1,33.2,25.8,81,13.7,5.04,7,Patchy rain possible,DR,2024,9,29
asia,IND,26.711254,80.12696064,23.8,24.6,22.9,97,19.1,28.84,5,Moderate or heavy rain shower,SW,2024,9,28
asia,IND,27.085586,88.45,17.3,19.3,15.5,95,8.6,31.27,4,Moderate rain,FL,2024,9,28
asia,IND,11.988163,75.5459483,26.6,29.9,23.8,82,21.6,0.32,6,Patchy rain possible,SW,2024,9,28
asia,IND,25.1518605,85.0049629,26.4,30.3,23.5,88,17.6,16.18,7,Moderate or heavy rain shower,SW,2024,9,28
asia,IND,24.7597485,79.67822485,25.5,28.7,24.0,91,15.5,26.49,6,Moderate or heavy rain shower,SW,2024,9,28
asia,IND,18.7654225,83.37387994,26.9,31.3,23.8,86,13.3,7.31,7,Light rain shower,SW,2024,9,28
asia,IND,20.842586,75.52629719,26.3,29.7,24.1,86,20.2,6.49,6,Light rain shower,SW,2024,9,28
asia,IND,13.524794,79.3822253,29.2,33.7,26.0,65,7.9,3.25,7,Patchy light drizzle,SW,2024,9,28
asia,PHL,21.4,120.8,28.4,29.1,27.7,78,45.7,1.79,6,Patchy rain possible,TC,2024,9,29
asia,IND,17.0055405,80.48638131,28.2,32.1,25.3,77,11.2,0.89,7,Patchy light drizzle,SW,2024,9,28
asia,TJK,38.10560857,73.2882,2.6,8.0,-3.0,41,23.8,0.04,3,Sunny,EQ,2024,9,28
asia,IND,27.2822715,96.09055948,22.5,22.9,22.1,98,6.1,8.84,5,Light rain,SW,2024,9,28
asia,TKM,39.0998465,56.25881257,18.8,25.7,12.2,14,34.9,0.0,7,Partly cloudy,EQ,2024,9,28
asia,IND,27.171887,71.40552037,35.0,39.4,29.1,41,31.7,0.0,9,Partly cloudy,SW,2024,9,28
asia,IND,11.9475225,77.10167899,25.0,29.9,18.1,67,7.2,0.99,7,Partly cloudy,SW,2024,9,28
asia,IND,27.284704,93.61650081,21.0,22.0,19.2,94,6.8,5.09,5,Light rain shower,SW,2024,9,28
asia,IND,29.995574,79.81330656,10.8,14.1,8.3,86,11.2,3.16,3,Patchy rain possible,SW,2024,9,28
asia,IND,29.300239,79.42461366,20.0,22.7,18.4,93,6.5,5.25,5,Light rain shower,SW,2024,9,28
asia,IND,27.7520915,88.52286093,13.2,17.2,10.3,94,4.7,19.45,4,Moderate rain,SW,2024,9,28
asia,IND,26.6274105,89.45913477,23.0,24.8,22.1,96,13.0,32.03,5,Light rain shower,SW,2024,9,28
asia,IND,24.795781,87.92,26.9,30.6,24.0,88,15.8,22.99,7,Moderate or heavy rain shower,FL,2024,9,28
asia,KOR,34.30073602,125.4,25.4,27.0,23.0,91,54.7,63.82,6,Moderate or heavy rain shower,TC,2024,9,21
asia,CHN,25.00073602,116.5,20.1,24.8,14.9,95,14.0,7.15,5,Light rain shower,TC,2024,9,22
asia,IDN,1.48460857,118.4961,27.3,31.3,24.0,73,24.5,0.01,7,Patchy rain possible,EQ,2024,9,15
asia,IDN,-5.11419143,129.6907,26.3,26.7,25.9,78,19.1,2.16,7,Light rain shower,EQ,2024,9,15
asia,PHL,5.74570857,125.0407,27.3,29.4,25.6,80,14.4,2.0,6,Patchy rain possible,EQ,2024,9,6
asia,IDN,-4.38999143,136.973,25.2,27.4,23.6,88,10.8,15.83,7,Light rain shower,EQ,2024,9,1
asia,CHN,19.74900857,111.3,27.4,28.4,26.0,85,80.3,67.28,6,Light rain shower,SW,2024,9,6
asia,PHL,15.24900857,122.6,25.0,25.8,24.3,95,31.0,96.82,6,Torrential rain shower,SW,2024,9,2
asia,IND,18.9921165,75.91043647,27.3,31.6,23.6,71,14.4,1.76,7,Thundery outbreaks possible,SW,2024,9,30
asia,IND,25.398842,93.08129193,25.5,29.5,22.5,94,4.0,18.3,6,Patchy light rain with thunder,SW,2024,9,30
asia,IND,15.353428,74.19263773,27.3,30.8,24.6,86,17.6,0.39,7,Patchy light rain with thunder,SW,2024,9,30
asia,IND,24.06263,87.69726716,29.3,33.0,26.4,78,10.1,10.39,7,Light rain shower,SW,2024,9,30
asia,CHN,28.50073602,123.2,26.5,27.1,26.0,86,18.7,12.38,6,Patchy rain possible,TC,2024,9,30
asia,RUS,54.51759137,157.449123,3.9,6.7,-0.3,76,34.9,9.73,2,Moderate rain,EQ,2024,9,30
asia,IND,27.189892,83.95,28.4,32.6,25.0,80,10.1,2.32,7,Patchy light rain with thunder,FL,2024,9,30
asia,IND,25.495121,86.69540255,29.3,33.1,26.2,77,14.4,9.17,7,Moderate or heavy rain shower,SW,2024,9,30
asia,IND,20.2053245,72.98589069,27.3,29.2,25.7,83,12.2,0.27,6,Patchy rain possible,SW,2024,9,30
asia,IND,16.4617115,74.09130321,24.8,29.8,20.2,82,10.1,2.38,6,Patchy light rain with thunder,SW,2024,9,30
asia,IND,19.1896,78.95935048,27.7,32.3,24.3,77,7.9,2.08,7,Patchy light rain with thunder,SW,2024,9,30
asia,IND,20.719214,70.93002293,27.3,30.6,24.8,81,14.0,8.54,7,Light rain shower,SW,2024,9,30
asia,IND,24.184673,92.0571308,26.7,30.7,24.2,93,8.6,16.73,7,Patchy light rain with thunder,SW,2024,9,30
asia,IND,19.5457045,78.60867675,27.5,32.5,23.8,78,7.6,2.48,7,Patchy light rain with thunder,SW,2024,9,30
asia,IND,22.7457875,72.29843046,29.9,34.5,25.9,65,13.3,0.67,7,Patchy rain possible,SW,2024,9,30
asia,IND,22.3593055,87.41273105,29.6,33.9,26.5,77,13.7,0.84,7,Patchy rain possible,SW,2024,9,30
asia,IND,21.6827235,76.99746336,27.6,32.2,24.1,79,12.2,0.18,7,Patchy rain possible,SW,2024,9,30
asia,IND,22.317822,73.29718611,29.6,33.0,25.8,73,8.3,0.3,7,Light rain shower,SW,2024,9,30
asia,IND,25.425781,87.76,29.2,33.3,26.1,77,11.5,13.07,7,Patchy light rain with thunder,FL,2024,9,30
asia,PHL,20.54900857,121.2,27.5,28.4,26.8,88,115.2,48.84,6,Moderate or heavy rain with thunder,SW,2024,9,30
asia,JPN,27.94900857,140.6,27.5,27.9,27.0,85,50.8,15.88,6,Light rain shower,SW,2024,9,30
asia,IND,25.615781,85.17,29.2,32.7,26.2,79,13.0,12.97,7,Moderate or heavy rain shower,FL,2024,9,30
asia,IND,25.365781,85.99,29.4,32.9,26.3,77,14.0,9.29,7,Moderate or heavy rain shower,FL,2024,9,30
asia,IND,25.765781,84.37,28.8,32.3,26.1,82,13.3,13.72,7,Moderate or heavy rain shower,FL,2024,9,30
asia,IND,27.385781,79.62,29.8,34.2,26.3,66,17.3,0.05,7,Patchy rain possible,FL,2024,9,30
asia,IND,23.82628,91.96925791,26.7,30.7,24.2,93,8.6,16.73,7,Patchy light rain with thunder,SW,2024,9,30
asia,IND,14.3042695,76.53278116,28.7,33.5,24.1,58,12.2,0.68,7,Patchy rain possible,SW,2024,9,30
asia,TUR,38.565,28.92475,15.1,19.7,9.7,60,22.7,2.95,4,Patchy light rain with thunder,DR,2024,9,30
asia,IND,23.5,88.5,29.2,31.9,26.5,79,10.4,11.69,7,Moderate or heavy rain shower,DR,2024,9,30
asia,IND,19.918947,75.86939741,25.5,29.1,22.2,81,12.6,0.56,6,Patchy rain possible,SW,2024,9,29
asia,IND,13.405601,75.64002456,23.0,27.3,19.7,81,10.1,18.5,6,Moderate or heavy rain shower,SW,2024,9,29
asia,CHN,29.70073602,124.6,26.1,26.8,25.8,85,26.3,6.5,6,Patchy rain possible,TC,2024,9,30
asia,JPN,36.0,142.9,23.3,23.7,22.9,69,28.1,0.19,5,Patchy rain possible,TC,2024,9,30
asia,JPN,25.84900857,140.2,27.7,28.1,26.6,80,35.6,4.81,6,Patchy rain possible,SW,2024,9,30
asia,PHL,19.74900857,123.2,28.3,28.9,27.0,83,63.7,37.38,6,Light rain shower,SW,2024,9,29
asia,IND,25.265781,87.23,28.0,31.6,25.1,84,11.2,6.32,7,Light rain shower,FL,2024,9,29
asia,PHL,18.64900857,125.2,26.3,29.5,24.2,82,6.1,8.3,6,Light rain shower,SW,2024,9,28
asia,JPN,23.48050857,142.4829,27.6,28.2,26.7,85,27.7,0.7,6,Patchy rain possible,EQ,2024,9,20
asia,RUS,53.01760857,88.166,6.7,15.6,-0.3,69,6.8,0.0,5,Sunny,EQ,2024,9,19
asia,JPN,35.70073602,131.7,26.0,29.1,24.0,81,31.7,8.13,6,Light rain shower,TC,2024,9,21
asia,RUS,51.97830857,160.4824,9.3,12.0,6.8,71,44.3,0.0,3,Cloudy,EQ,2024,9,16
asia,KOR,33.9,123.7,28.9,29.9,27.6,77,38.9,6.31,6,Patchy light rain with thunder,TC,2024,9,19
asia,AFG,36.05150857,70.3122,8.1,17.0,-0.2,23,18.4,0.0,5,Sunny,EQ,2024,9,5
asia,PHL,17.94900857,120.9,27.5,29.3,26.2,81,10.8,7.01,6,Light rain shower,SW,2024,9,2
asia,IND,22.5884265,84.55265051,27.6,32.6,24.0,79,16.2,0.65,7,Patchy rain possible,SW,2024,10,1
asia,IND,26.6274105,89.45913477,27.9,32.0,24.7,82,9.0,14.95,7,Patchy light rain with thunder,SW,2024,10,1
asia,IND,9.5031905,76.41058349,27.1,29.3,25.2,78,16.9,1.85,6,Patchy rain possible,SW,2024,10,1
asia,IND,18.7041245,72.81336874,27.7,31.2,25.1,83,10.8,3.48,7,Patchy rain possible,SW,2024,10,1
asia,IND,19.526918,81.14679022,26.4,32.5,22.0,79,15.8,0.68,7,Patchy rain possible,SW,2024,10,1
asia,IND,23.899644,91.39394496,28.1,31.9,25.1,85,9.0,20.3,7,Light rain shower,SW,2024,10,1
asia,IND,22.609442,86.37778684,28.4,32.5,25.2,79,13.7,0.32,7,Patchy rain possible,SW,2024,10,1
asia,IND,18.572524,83.75395445,28.8,32.4,26.2,82,18.4,7.02,7,Patchy light rain with thunder,SW,2024,10,1
asia,TWN,25.50073602,121.0,28.6,32.0,26.7,68,51.5,0.12,8,Sunny,TC,2024,10,1
asia,IND,13.525135,74.8749004,26.9,29.7,24.9,86,13.3,7.78,6,Light rain shower,SW,2024,10,1
asia,IND,27.189892,83.95,28.0,32.1,24.7,78,19.4,0.07,7,Patchy rain possible,FL,2024,10,1
asia,IDN,-5.567101028,123.8386079,27.0,30.5,24.5,76,22.0,0.86,8,Patchy light drizzle,EQ,2024,10,1
asia,IDN,-5.94809143,124.9161,27.8,34.3,23.2,65,11.2,0.02,8,Patchy rain possible,EQ,2024,10,1
asia,IND,23.2861105,75.60391258,26.4,30.9,23.0,80,16.9,1.59,7,Light rain shower,SW,2024,10,1
asia,IND,24.287605,88.37402162,29.7,33.2,26.8,76,17.6,3.5,7,Light rain shower,SW,2024,10,1
asia,IND,22.908839,88.01556661,30.1,33.8,27.0,75,10.1,7.0,7,Patchy light drizzle,SW,2024,10,1
asia,IND,23.82628,91.96925791,27.6,33.0,25.0,85,10.1,9.78,7,Light rain shower,SW,2024,10,1
asia,IND,19.5457045,78.60867675,28.1,32.8,24.7,75,11.5,0.9,7,Patchy rain possible,SW,2024,10,1
asia,IDN,0.4903,122.2921,25.6,31.4,21.4,81,11.5,6.94,7,Light rain shower,EQ,2024,10,1
asia,IND,23.9494005,91.6461858,27.6,33.0,25.0,85,10.1,9.78,7,Light rain shower,SW,2024,10,1
asia,IND,25.425781,87.76,29.5,33.3,26.1,76,15.8,2.44,7,Patchy light rain with thunder,FL,2024,10,1
asia,TWN,20.94900857,119.4,26.5,27.1,25.9,91,115.2,248.83,6,Light rain shower,SW,2024,10,1
asia,JPN,34.84900857,142.3,23.4,24.4,22.7,90,55.8,12.13,5,Moderate or heavy rain shower,SW,2024,10,1
asia,IND,25.985781,85.05,29.1,33.5,25.9,72,19.8,0.38,7,Patchy rain possible,FL,2024,10,1
asia,IND,25.365781,85.99,29.5,33.8,26.4,74,16.9,1.61,7,Light rain shower,FL,2024,10,1
asia,JPN,31.40469143,132.406,24.8,28.0,22.6,78,17.6,0.04,6,Patchy rain possible,EQ,2024,10,1
asia,IND,27.385781,79.62,30.5,36.1,25.9,59,16.6,0.0,9,Sunny,FL,2024,10,1
asia,IND,25.765781,84.37,29.2,33.6,25.5,72,20.2,0.13,7,Patchy rain possible,FL,2024,10,1
asia,IND,26.5220695,91.16521581,27.9,32.5,24.9,83,11.2,16.01,7,Patchy light rain with thunder,SW,2024,10,1
asia,IND,26.137128,91.70707106,27.2,32.2,23.9,83,8.6,9.29,7,Patchy light rain with thunder,SW,2024,10,1
asia,IND,18.439784,77.32514093,27.9,31.6,26.3,69,9.4,1.81,7,Patchy light rain with thunder,SW,2024,10,1
asia,IND,27.156486,93.1510567,24.0,27.5,20.3,88,5.8,9.45,6,Patchy light rain with thunder,SW,2024,10,1
asia,TUR,38.565,28.92475,11.9,17.6,8.1,60,20.5,0.0,5,Partly cloudy,DR,2024,10,1
asia,IND,23.5,88.5,30.1,33.9,27.3,75,14.4,9.26,7,Light rain shower,DR,2024,10,1
asia,RUS,49.04942777,43.69954187,18.0,25.6,11.6,27,30.2,0.0,7,Sunny,WF,2024,10,1
asia,IDN,-5.66149143,131.2208,27.7,28.1,27.5,80,29.2,0.28,7,Patchy rain possible,EQ,2024,9,30
asia,TWN,20.64900857,119.6,26.5,27.1,25.9,91,115.2,248.83,6,Light rain shower,SW,2024,10,1
asia,JPN,32.74900857,141.7,25.7,26.5,25.0,85,47.5,19.83,6,Light rain shower,SW,2024,10,1
asia,TWN,25.45098525,123.0,28.7,29.3,28.2,77,43.2,13.94,6,Patchy light rain with thunder,TC,2024,9,30
asia,IND,25.265781,87.23,28.8,32.7,25.7,78,10.4,7.55,7,Patchy light rain with thunder,FL,2024,9,30
asia,JPN,25.84900857,140.2,27.7,28.1,26.6,80,35.6,4.81,6,Patchy rain possible,SW,2024,9,30
asia,PHL,19.74900857,123.2,28.3,28.9,27.0,83,63.7,37.38,6,Light rain shower,SW,2024,9,29
asia,NPL,27.59800063,85.60160358,18.5,21.6,16.1,91,5.4,5.1,5,Light rain shower,FL,2024,9,29
asia,PHL,18.64900857,125.2,26.3,29.5,24.2,82,6.1,8.3,6,Light rain shower,SW,2024,9,28
asia,PAK,32.50730857,70.2083,30.1,34.4,25.5,32,12.6,0.0,8,Sunny,EQ,2024,9,25
asia,JPN,27.95400857,131.5628,27.6,27.9,27.4,83,37.4,5.54,6,Light rain shower,EQ,2024,9,25
asia,JPN,33.31480857,132.2769,26.4,29.4,24.3,83,23.0,0.14,6,Patchy rain possible,EQ,2024,9,20
asia,TUR,38.22760857,38.6732,23.3,26.7,19.4,46,15.5,1.58,6,Patchy rain possible,EQ,2024,9,17
asia,JPN,25.92063018,130.3387419,28.1,28.8,27.5,88,60.5,17.49,6,Patchy light rain with thunder,TC,2024,9,19
asia,CHN,30.94900857,121.4,27.4,29.2,26.5,90,25.6,20.29,6,Light rain shower,SW,2024,9,19
asia,CHN,30.50073602,116.7,24.7,27.9,23.8,90,23.4,16.46,6,Light rain shower,TC,2024,9,11
asia,JPN,37.54600857,142.0717,23.2,24.1,22.7,90,19.8,4.07,5,Light rain shower,EQ,2024,9,8
asia,CHN,20.0,110.2,26.8,28.9,25.6,88,105.1,106.05,6,Light rain shower,TC,2024,9,7
asia,IND,23.1310165,87.20840646,29.4,33.4,26.9,69,9.7,0.05,8,Partly cloudy,SW,2024,10,3
asia,IND,12.9435925,77.55306882,22.8,25.7,21.6,84,14.0,7.01,6,Light rain shower,SW,2024,10,3
asia,IND,23.697159,85.99229833,28.8,32.7,26.3,67,9.7,0.88,7,Patchy light drizzle,SW,2024,10,3
asia,IND,21.754642,88.95686418,28.4,32.2,26.4,79,16.2,3.02,7,Patchy rain possible,SW,2024,10,3
asia,IND,16.37329,79.874211,28.4,32.2,25.1,79,15.8,3.45,7,Patchy rain possible,SW,2024,10,3
asia,IND,15.915358,80.37515303,28.8,32.0,26.3,80,22.7,1.9,7,Patchy rain possible,SW,2024,10,3
asia,IND,16.5736435,76.92585488,27.0,31.0,23.2,75,22.0,10.98,7,Light rain shower,SW,2024,10,3
asia,PHL,19.70073602,123.1,28.2,28.7,27.2,78,30.6,15.36,6,Light rain shower,TC,2024,10,3
