,event_type,event_name,date,lat,lng,continent,country_code,created_time,date,latitude,longitude,temperature,max_temperature,min_temperature,humidity,wind_speed,precipitation,cloud_cover,uv_index,condition,visibility
286,EQ,"M 2.8 - 24 km WSW of Fort Davis, Texas",2024-08-19,30.58800857,-104.147,nar,USA,05-09-2024 14:35,2024-08-19,30.58800857,-104.147,26.2,31.8,20.4,38,27.0,0.0,Null,8.0,Sunny,Null
287,WF,"Hobson Wildfire, White Pine, Nevada",2024-08-18,39.96750857,-115.401167,nar,USA,05-09-2024 14:35,2024-08-18,39.96750857,-115.401167,22.2,29.5,15.0,22,41.8,0.0,Null,7.0,Sunny,Null
288,EQ,"M 2.5 - 97 km WSW of Pelican, Alaska",2024-08-18,57.83610857,-137.8396,nar,USA,05-09-2024 14:35,2024-08-18,57.83610857,-137.8396,14.6,18.0,11.3,77,7.2,0.0,Null,5.0,Sunny,Null
289,EQ,OREGON,2024-08-18,44.5685,-122.635667,nar,USA,22-08-2024 09:29,2024-08-18,44.5685,-122.635667,16.9,25.0,10.6,71,13.0,0.74,Null,5.0,Fog,Null
290,EQ,"M 3.6 - 154 km ESE of Cordova, Alaska",2024-08-18,60.05430857,-143.189,nar,USA,05-09-2024 14:35,2024-08-18,60.05430857,-143.189,13.1,16.7,9.6,84,9.7,0.87,Null,4.0,Overcast,Null
291,EQ,UTAH,2024-08-18,39.298833,-109.470167,nar,USA,22-08-2024 09:29,2024-08-18,39.298833,-109.470167,22.7,30.7,15.9,48,16.9,1.56,Null,7.0,Patchy rain possible,Null
292,EQ,TEXAS-MEXICO BORDER REGION,2024-08-18,30.8954,-105.815,nar,MEX,22-08-2024 09:29,2024-08-18,30.8954,-105.815,31.8,36.0,27.3,27,33.8,0.0,Null,9.0,Sunny,Null
293,EQ,"M 2.7 - 38 km S of Porvenir, Mexico",2024-08-18,30.94440857,-105.815,nar,MEX,05-09-2024 14:35,2024-08-18,30.94440857,-105.815,31.8,36.0,27.3,27,33.8,0.0,Null,9.0,Sunny,Null
294,EQ,"M 2.6 - 14 km NNE of Lyman, Washington",2024-08-18,48.70450857,-122.0138333,nar,USA,05-09-2024 14:35,2024-08-18,48.70450857,-122.0138333,12.5,16.2,10.5,91,6.1,9.51,Null,4.0,Light rain shower,Null
295,EQ,OFF COAST OF SOUTHEASTERN ALASKA,2024-08-17,58.8714,-139.5264,nar,USA,22-08-2024 09:29,2024-08-17,58.8714,-139.5264,13.2,14.4,12.2,76,12.2,0.03,Null,3.0,Overcast,Null
296,EQ,"M 2.6 - 49 km ESE of Plush, Oregon",2024-08-17,42.2698419,-119.3611667,nar,USA,05-09-2024 14:35,2024-08-17,42.2698419,-119.3611667,16.8,26.6,6.9,37,37.1,0.0,Null,7.0,Sunny,Null
297,EQ,"M 3.0 - 71 km NE of Lime Village, Alaska",2024-08-17,61.79550857,-154.3681,nar,USA,05-09-2024 14:35,2024-08-17,61.79550857,-154.3681,5.5,8.2,3.5,99,9.7,4.1,Null,2.0,Light drizzle,Null
298,WF,"Fish Creek Wildfire, Teton, Wyoming",2024-08-16,43.72345857,-110.1454,nar,USA,05-09-2024 14:35,2024-08-16,43.72345857,-110.1454,14.3,24.3,5.0,45,25.9,0.16,Null,6.0,Partly cloudy,Null
299,EQ,OKLAHOMA,2024-08-16,36.691,-96.705667,nar,USA,22-08-2024 09:29,2024-08-16,36.691,-96.705667,30.1,37.6,24.5,54,20.5,1.97,Null,9.0,Sunny,Null
300,SW,Hurricane Gilma,2024-08-22,16.74900857,-124.2,nar,MEX,04-09-2024 02:36,2024-08-22,16.74900857,-124.2,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
301,EQ,"RAT ISLANDS, ALEUTIAN ISLANDS",2024-08-22,52.0455,178.364333,nar,USA,24-08-2024 14:36,2024-08-22,52.0455,178.364333,10.4,10.7,10.1,91,23.0,0.0,Null,4.0,Partly cloudy,Null
302,WF,"Sage Creek Wildfire, Pennington, South Dakota",2024-08-22,43.94284157,-102.355533,nar,USA,05-09-2024 14:35,2024-08-22,43.94284157,-102.355533,28.5,34.4,24.3,43,43.2,0.0,Null,8.0,Partly cloudy,Null
303,EQ,"GEORGIA, USA",2024-08-22,32.2165,-81.947333,nar,USA,24-08-2024 14:36,2024-08-22,32.2165,-81.947333,24.1,28.0,21.3,84,23.0,13.61,Null,6.0,Light rain shower,Null
304,EQ,"M 4.3 - 12 km SSW of Cabeza de Toro, Mexico",2024-08-20,15.88440857,-93.8359,nar,MEX,05-09-2024 14:35,2024-08-20,15.88440857,-93.8359,26.0,30.1,21.7,76,12.6,3.49,Null,7.0,Patchy rain possible,Null
305,TC,Tropical Cyclone GILMA-24,2024-08-20,18.40073602,-128.0,nar,MEX,22-08-2024 09:29,2024-08-20,18.40073602,-128.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
306,EQ,TENNESSEE,2024-08-20,35.459833,-84.452833,nar,USA,22-08-2024 14:35,2024-08-20,35.459833,-84.452833,20.2,26.8,15.0,65,18.4,0.0,Null,6.0,Mist,Null
307,EQ,"M 2.6 - 88 km W of Point Sur, CA",2024-08-20,36.16617524,-122.8561667,nar,USA,05-09-2024 14:35,2024-08-20,36.16617524,-122.8561667,15.5,18.1,13.0,73,18.4,0.0,Null,5.0,Sunny,Null
308,EQ,SOUTHEASTERN ALASKA,2024-08-20,59.0244,-134.5398,nar,USA,22-08-2024 14:35,2024-08-20,59.0244,-134.5398,11.6,13.0,10.3,80,13.3,0.27,Null,3.0,Patchy rain possible,Null
309,EQ,"M 3.3 - 50 km ESE of Mud Bay, Alaska",2024-08-20,59.07340857,-134.5398,nar,USA,05-09-2024 14:35,2024-08-20,59.07340857,-134.5398,11.6,13.0,10.3,80,13.3,0.27,Null,3.0,Patchy rain possible,Null
310,TC,Tropical Cyclone ERNESTO-24,2024-08-20,14.4,-52.5,nar,BRB,22-08-2024 09:29,2024-08-20,14.4,-52.5,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
311,SW,Hurricane Ernesto,2024-08-20,49.04900857,-44.7,nar,CAN,27-08-2024 14:34,2024-08-20,49.04900857,-44.7,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
312,EQ,UTAH,2024-08-20,37.9215,-111.2735,nar,USA,22-08-2024 14:35,2024-08-20,37.9215,-111.2735,19.0,27.4,11.3,44,25.6,0.0,Null,7.0,Partly cloudy,Null
313,EQ,"M 2.6 - 65 km NNW of Arctic Village, Alaska",2024-08-20,68.68020857,-146.3412,nar,USA,05-09-2024 14:35,2024-08-20,68.68020857,-146.3412,4.9,7.6,1.7,66,22.3,0.01,Null,3.0,Partly cloudy,Null
314,FL,Flood in United States,2024-08-20,35.60946265,-75.46830392,nar,USA,22-08-2024 09:29,2024-08-20,35.60946265,-75.46830392,23.6,25.7,22.5,75,26.6,1.11,Null,6.0,Cloudy,Null
315,EQ,OKLAHOMA,2024-08-19,34.9085,-98.860333,nar,USA,22-08-2024 09:29,2024-08-19,34.9085,-98.860333,35.5,42.9,29.7,25,25.6,0.0,Null,10.0,Partly cloudy,Null
316,EQ,"M 4.0 - 257 km SSW of Adak, Alaska",2024-08-19,49.86200857,-178.3054,nar,USA,05-09-2024 14:35,2024-08-19,49.86200857,-178.3054,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
317,EQ,"M 2.8 - 24 km WSW of Fort Davis, Texas",2024-08-19,30.58800857,-104.147,nar,USA,05-09-2024 14:35,2024-08-19,30.58800857,-104.147,26.2,31.8,20.4,38,27.0,0.0,Null,8.0,Sunny,Null
318,WF,"Hobson Wildfire, White Pine, Nevada",2024-08-18,39.96750857,-115.401167,nar,USA,05-09-2024 14:35,2024-08-18,39.96750857,-115.401167,22.2,29.5,15.0,22,41.8,0.0,Null,7.0,Sunny,Null
319,EQ,"M 2.5 - 97 km WSW of Pelican, Alaska",2024-08-18,57.83610857,-137.8396,nar,USA,05-09-2024 14:35,2024-08-18,57.83610857,-137.8396,14.6,18.0,11.3,77,7.2,0.0,Null,5.0,Sunny,Null
320,EQ,OREGON,2024-08-18,44.5685,-122.635667,nar,USA,22-08-2024 09:29,2024-08-18,44.5685,-122.635667,16.9,25.0,10.6,71,13.0,0.74,Null,5.0,Fog,Null
321,EQ,"M 3.6 - 154 km ESE of Cordova, Alaska",2024-08-18,60.05430857,-143.189,nar,USA,05-09-2024 14:35,2024-08-18,60.05430857,-143.189,13.1,16.7,9.6,84,9.7,0.87,Null,4.0,Overcast,Null
322,EQ,UTAH,2024-08-18,39.298833,-109.470167,nar,USA,22-08-2024 09:29,2024-08-18,39.298833,-109.470167,22.7,30.7,15.9,48,16.9,1.56,Null,7.0,Patchy rain possible,Null
323,EQ,TEXAS-MEXICO BORDER REGION,2024-08-18,30.8954,-105.815,nar,MEX,22-08-2024 09:29,2024-08-18,30.8954,-105.815,31.8,36.0,27.3,27,33.8,0.0,Null,9.0,Sunny,Null
324,EQ,"M 2.7 - 38 km S of Porvenir, Mexico",2024-08-18,30.94440857,-105.815,nar,MEX,05-09-2024 14:35,2024-08-18,30.94440857,-105.815,31.8,36.0,27.3,27,33.8,0.0,Null,9.0,Sunny,Null
325,EQ,"M 2.6 - 14 km NNE of Lyman, Washington",2024-08-18,48.70450857,-122.0138333,nar,USA,05-09-2024 14:35,2024-08-18,48.70450857,-122.0138333,12.5,16.2,10.5,91,6.1,9.51,Null,4.0,Light rain shower,Null
326,EQ,OFF COAST OF SOUTHEASTERN ALASKA,2024-08-17,58.8714,-139.5264,nar,USA,22-08-2024 09:29,2024-08-17,58.8714,-139.5264,13.2,14.4,12.2,76,12.2,0.03,Null,3.0,Overcast,Null
327,EQ,"M 2.6 - 49 km ESE of Plush, Oregon",2024-08-17,42.2698419,-119.3611667,nar,USA,05-09-2024 14:35,2024-08-17,42.2698419,-119.3611667,16.8,26.6,6.9,37,37.1,0.0,Null,7.0,Sunny,Null
328,EQ,"M 3.0 - 71 km NE of Lime Village, Alaska",2024-08-17,61.79550857,-154.3681,nar,USA,05-09-2024 14:35,2024-08-17,61.79550857,-154.3681,5.5,8.2,3.5,99,9.7,4.1,Null,2.0,Light drizzle,Null
329,WF,"Fish Creek Wildfire, Teton, Wyoming",2024-08-16,43.72345857,-110.1454,nar,USA,05-09-2024 14:35,2024-08-16,43.72345857,-110.1454,14.3,24.3,5.0,45,25.9,0.16,Null,6.0,Partly cloudy,Null
330,EQ,OKLAHOMA,2024-08-16,36.691,-96.705667,nar,USA,22-08-2024 09:29,2024-08-16,36.691,-96.705667,30.1,37.6,24.5,54,20.5,1.97,Null,9.0,Sunny,Null
331,WF,"Dirt Road Wildfire, King, Texas",2024-08-16,33.46067524,-100.5010333,nar,USA,05-09-2024 14:35,2024-08-16,33.46067524,-100.5010333,34.1,41.1,27.7,30,27.7,0.07,Null,9.0,Patchy rain possible,Null
332,EQ,"M 4.5 - 10 km NNE of Stony Hill, Jamaica",2024-08-16,18.21920857,-76.7593,nar,JAM,05-09-2024 14:35,2024-08-16,18.21920857,-76.7593,28.5,32.1,25.5,75,16.6,1.6,Null,7.0,Moderate rain at times,Null
333,EQ,"M 4.1 - 28 km NNE of The Valley, Anguilla",2024-08-16,18.51250857,-62.9919,nar,AIA,05-09-2024 14:35,2024-08-16,18.51250857,-62.9919,28.5,28.8,28.2,74,26.3,0.02,Null,7.0,Sunny,Null
334,EQ,UTAH,2024-08-15,39.439833,-111.059,nar,USA,22-08-2024 09:29,2024-08-15,39.439833,-111.059,23.7,27.9,19.4,24,18.4,0.0,Null,7.0,Sunny,Null
335,WF,"Midway Pasture Wildfire, Wilbarger, Texas",2024-08-15,34.00402857,-99.1963,nar,USA,05-09-2024 14:35,2024-08-15,34.00402857,-99.1963,35.6,41.7,30.8,30,33.8,0.0,Null,10.0,Sunny,Null
336,WF,Wildfire in Canada 1021460,2024-08-15,64.76291489,-123.3909094,nar,CAN,05-09-2024 14:35,2024-08-15,64.76291489,-123.3909094,14.1,18.5,10.2,56,13.7,0.0,Null,5.0,Partly cloudy,Null
337,TC,Tropical Cyclone AMPIL-24,2024-08-15,44.20073602,167.5,nar,USA,22-08-2024 09:28,2024-08-15,44.20073602,167.5,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
338,EQ,OREGON,2024-08-15,44.799,-123.758667,nar,USA,22-08-2024 09:29,2024-08-15,44.799,-123.758667,13.4,16.6,10.9,90,12.6,0.2,Null,4.0,Fog,Null
339,EQ,UTAH,2024-08-15,37.491667,-110.200333,nar,USA,22-08-2024 09:29,2024-08-15,37.491667,-110.200333,24.9,29.9,19.5,26,23.4,0.0,Null,7.0,Sunny,Null
340,EQ,"M 3.2 - 10 km ENE of Ipís, Costa Rica",2024-08-15,10.06790857,-83.9366,nar,CRI,05-09-2024 14:35,2024-08-15,10.06790857,-83.9366,18.6,24.6,13.3,91,5.8,28.68,Null,5.0,Moderate or heavy rain shower,Null
341,FL,Flood in Mexico,2024-08-15,23.2730516,-101.1087574,nar,MEX,22-08-2024 09:28,2024-08-15,23.2730516,-101.1087574,21.0,25.9,17.2,63,24.8,1.8,Null,6.0,Patchy rain possible,Null
342,SW,Ernesto Barrels Toward Bermuda,2024-08-15,25.00691528,-70.34162352,nar,TCA,05-09-2024 14:35,2024-08-15,25.00691528,-70.34162352,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
343,EQ,"M 4.3 - 7 km NNE of Rizo de Oro, Mexico",2024-08-14,16.08970857,-92.4676,nar,MEX,05-09-2024 14:35,2024-08-14,16.08970857,-92.4676,19.4,24.5,14.7,85,10.4,12.13,Null,5.0,Light rain shower,Null
344,EQ,NORTHERN CALIFORNIA,2024-08-14,41.922167,-122.308333,nar,USA,22-08-2024 09:28,2024-08-14,41.922167,-122.308333,18.4,29.1,9.4,52,23.4,0.01,Null,7.0,Partly cloudy,Null
345,EQ,"M 2.9 - 13 km WSW of Quinton, Oklahoma",2024-08-14,35.13267524,-95.50766667,nar,USA,05-09-2024 14:35,2024-08-14,35.13267524,-95.50766667,31.2,38.9,25.2,53,19.1,0.99,Null,8.0,Thundery outbreaks possible,Null
346,EQ,"M 2.6 - 127 km NNE of Chalkyitsik, Alaska",2024-08-14,67.76640857,-142.6218,nar,USA,05-09-2024 14:35,2024-08-14,67.76640857,-142.6218,11.6,16.1,5.7,58,30.2,0.0,Null,5.0,Partly cloudy,Null
347,EQ,"M 3.7 - 109 km WSW of Inuvik, Canada",2024-08-14,68.19970857,-136.3126,nar,CAN,05-09-2024 14:35,2024-08-14,68.19970857,-136.3126,15.8,21.0,10.5,50,10.4,0.0,Null,6.0,Sunny,Null
348,EQ,OHIO,2024-08-14,41.6988,-81.4975,nar,USA,22-08-2024 09:28,2024-08-14,41.6988,-81.4975,21.2,25.3,17.1,59,14.0,0.0,Null,7.0,Sunny,Null
349,EQ,OFF COAST OF OREGON,2024-08-14,42.293,-125.070833,nar,USA,22-08-2024 09:28,2024-08-14,42.293,-125.070833,13.4,16.9,10.1,84,10.4,0.01,Null,5.0,Sunny,Null
350,TC,Tropical Cyclone GILMA-24,2024-08-20,18.55632925,-127.6728627,nar,MEX,22-08-2024 09:29,2024-08-20,18.55632925,-127.6728627,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
351,TC,Tropical Cyclone ERNESTO-24,2024-08-20,49.49341324,-41.67857841,nar,GRL,22-08-2024 09:29,2024-08-20,49.49341324,-41.67857841,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
352,SW,Hurricane Ernesto,2024-08-20,47.34900857,-50.0,nar,CAN,27-08-2024 14:34,2024-08-20,47.34900857,-50.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
353,SW,Hurricane Gilma,2024-08-20,15.64900857,-117.8,nar,MEX,04-09-2024 02:36,2024-08-20,15.64900857,-117.8,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
354,EQ,"M 2.6 - 65 km NNW of Arctic Village, Alaska",2024-08-20,68.68020857,-146.3412,nar,USA,05-09-2024 14:35,2024-08-20,68.68020857,-146.3412,4.9,7.6,1.7,66,22.3,0.01,Null,3.0,Partly cloudy,Null
355,FL,Flood in United States,2024-08-20,35.60946265,-75.46830392,nar,USA,22-08-2024 09:29,2024-08-20,35.60946265,-75.46830392,23.6,25.7,22.5,75,26.6,1.11,Null,6.0,Cloudy,Null
356,EQ,OKLAHOMA,2024-08-19,34.9085,-98.860333,nar,USA,22-08-2024 09:29,2024-08-19,34.9085,-98.860333,35.5,42.9,29.7,25,25.6,0.0,Null,10.0,Partly cloudy,Null
357,EQ,"M 4.0 - 257 km SSW of Adak, Alaska",2024-08-19,49.86200857,-178.3054,nar,USA,05-09-2024 14:35,2024-08-19,49.86200857,-178.3054,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
358,EQ,"M 2.8 - 24 km WSW of Fort Davis, Texas",2024-08-19,30.58800857,-104.147,nar,USA,05-09-2024 14:35,2024-08-19,30.58800857,-104.147,26.2,31.8,20.4,38,27.0,0.0,Null,8.0,Sunny,Null
359,WF,"Hobson Wildfire, White Pine, Nevada",2024-08-18,39.96750857,-115.401167,nar,USA,05-09-2024 14:35,2024-08-18,39.96750857,-115.401167,22.2,29.5,15.0,22,41.8,0.0,Null,7.0,Sunny,Null
360,EQ,"M 2.5 - 97 km WSW of Pelican, Alaska",2024-08-18,57.83610857,-137.8396,nar,USA,05-09-2024 14:35,2024-08-18,57.83610857,-137.8396,14.6,18.0,11.3,77,7.2,0.0,Null,5.0,Sunny,Null
361,EQ,OREGON,2024-08-18,44.5685,-122.635667,nar,USA,22-08-2024 09:29,2024-08-18,44.5685,-122.635667,16.9,25.0,10.6,71,13.0,0.74,Null,5.0,Fog,Null
362,EQ,"M 3.6 - 154 km ESE of Cordova, Alaska",2024-08-18,60.05430857,-143.189,nar,USA,05-09-2024 14:35,2024-08-18,60.05430857,-143.189,13.1,16.7,9.6,84,9.7,0.87,Null,4.0,Overcast,Null
363,EQ,UTAH,2024-08-18,39.298833,-109.470167,nar,USA,22-08-2024 09:29,2024-08-18,39.298833,-109.470167,22.7,30.7,15.9,48,16.9,1.56,Null,7.0,Patchy rain possible,Null
364,EQ,TEXAS-MEXICO BORDER REGION,2024-08-18,30.8954,-105.815,nar,MEX,22-08-2024 09:29,2024-08-18,30.8954,-105.815,31.8,36.0,27.3,27,33.8,0.0,Null,9.0,Sunny,Null
365,EQ,"M 2.7 - 38 km S of Porvenir, Mexico",2024-08-18,30.94440857,-105.815,nar,MEX,05-09-2024 14:35,2024-08-18,30.94440857,-105.815,31.8,36.0,27.3,27,33.8,0.0,Null,9.0,Sunny,Null
366,EQ,"M 2.6 - 14 km NNE of Lyman, Washington",2024-08-18,48.70450857,-122.0138333,nar,USA,05-09-2024 14:35,2024-08-18,48.70450857,-122.0138333,12.5,16.2,10.5,91,6.1,9.51,Null,4.0,Light rain shower,Null
367,EQ,OFF COAST OF SOUTHEASTERN ALASKA,2024-08-17,58.8714,-139.5264,nar,USA,22-08-2024 09:29,2024-08-17,58.8714,-139.5264,13.2,14.4,12.2,76,12.2,0.03,Null,3.0,Overcast,Null
368,EQ,"M 2.6 - 49 km ESE of Plush, Oregon",2024-08-17,42.2698419,-119.3611667,nar,USA,05-09-2024 14:35,2024-08-17,42.2698419,-119.3611667,16.8,26.6,6.9,37,37.1,0.0,Null,7.0,Sunny,Null
369,EQ,"M 3.0 - 71 km NE of Lime Village, Alaska",2024-08-17,61.79550857,-154.3681,nar,USA,05-09-2024 14:35,2024-08-17,61.79550857,-154.3681,5.5,8.2,3.5,99,9.7,4.1,Null,2.0,Light drizzle,Null
370,WF,"Fish Creek Wildfire, Teton, Wyoming",2024-08-16,43.72345857,-110.1454,nar,USA,05-09-2024 14:35,2024-08-16,43.72345857,-110.1454,14.3,24.3,5.0,45,25.9,0.16,Null,6.0,Partly cloudy,Null
371,EQ,OKLAHOMA,2024-08-16,36.691,-96.705667,nar,USA,22-08-2024 09:29,2024-08-16,36.691,-96.705667,30.1,37.6,24.5,54,20.5,1.97,Null,9.0,Sunny,Null
372,WF,"Dirt Road Wildfire, King, Texas",2024-08-16,33.46067524,-100.5010333,nar,USA,05-09-2024 14:35,2024-08-16,33.46067524,-100.5010333,34.1,41.1,27.7,30,27.7,0.07,Null,9.0,Patchy rain possible,Null
373,EQ,"M 4.5 - 10 km NNE of Stony Hill, Jamaica",2024-08-16,18.21920857,-76.7593,nar,JAM,05-09-2024 14:35,2024-08-16,18.21920857,-76.7593,28.5,32.1,25.5,75,16.6,1.6,Null,7.0,Moderate rain at times,Null
374,EQ,"M 4.1 - 28 km NNE of The Valley, Anguilla",2024-08-16,18.51250857,-62.9919,nar,AIA,05-09-2024 14:35,2024-08-16,18.51250857,-62.9919,28.5,28.8,28.2,74,26.3,0.02,Null,7.0,Sunny,Null
375,EQ,UTAH,2024-08-15,39.439833,-111.059,nar,USA,22-08-2024 09:29,2024-08-15,39.439833,-111.059,23.7,27.9,19.4,24,18.4,0.0,Null,7.0,Sunny,Null
376,WF,"Midway Pasture Wildfire, Wilbarger, Texas",2024-08-15,34.00402857,-99.1963,nar,USA,05-09-2024 14:35,2024-08-15,34.00402857,-99.1963,35.6,41.7,30.8,30,33.8,0.0,Null,10.0,Sunny,Null
377,WF,Wildfire in Canada 1021460,2024-08-15,64.76291489,-123.3909094,nar,CAN,05-09-2024 14:35,2024-08-15,64.76291489,-123.3909094,14.1,18.5,10.2,56,13.7,0.0,Null,5.0,Partly cloudy,Null
378,TC,Tropical Cyclone AMPIL-24,2024-08-15,44.20073602,167.5,nar,USA,22-08-2024 09:28,2024-08-15,44.20073602,167.5,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
379,EQ,OREGON,2024-08-15,44.799,-123.758667,nar,USA,22-08-2024 09:29,2024-08-15,44.799,-123.758667,13.4,16.6,10.9,90,12.6,0.2,Null,4.0,Fog,Null
380,EQ,UTAH,2024-08-15,37.491667,-110.200333,nar,USA,22-08-2024 09:29,2024-08-15,37.491667,-110.200333,24.9,29.9,19.5,26,23.4,0.0,Null,7.0,Sunny,Null
381,EQ,"M 3.2 - 10 km ENE of Ipís, Costa Rica",2024-08-15,10.06790857,-83.9366,nar,CRI,05-09-2024 14:35,2024-08-15,10.06790857,-83.9366,18.6,24.6,13.3,91,5.8,28.68,Null,5.0,Moderate or heavy rain shower,Null
382,FL,Flood in Mexico,2024-08-15,23.2730516,-101.1087574,nar,MEX,22-08-2024 09:28,2024-08-15,23.2730516,-101.1087574,21.0,25.9,17.2,63,24.8,1.8,Null,6.0,Patchy rain possible,Null
383,SW,Ernesto Barrels Toward Bermuda,2024-08-15,25.00691528,-70.34162352,nar,TCA,05-09-2024 14:35,2024-08-15,25.00691528,-70.34162352,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
384,EQ,"M 4.3 - 7 km NNE of Rizo de Oro, Mexico",2024-08-14,16.08970857,-92.4676,nar,MEX,05-09-2024 14:35,2024-08-14,16.08970857,-92.4676,19.4,24.5,14.7,85,10.4,12.13,Null,5.0,Light rain shower,Null
385,EQ,NORTHERN CALIFORNIA,2024-08-14,41.922167,-122.308333,nar,USA,22-08-2024 09:28,2024-08-14,41.922167,-122.308333,18.4,29.1,9.4,52,23.4,0.01,Null,7.0,Partly cloudy,Null
386,EQ,"M 2.9 - 13 km WSW of Quinton, Oklahoma",2024-08-14,35.13267524,-95.50766667,nar,USA,05-09-2024 14:35,2024-08-14,35.13267524,-95.50766667,31.2,38.9,25.2,53,19.1,0.99,Null,8.0,Thundery outbreaks possible,Null
387,EQ,"M 2.6 - 127 km NNE of Chalkyitsik, Alaska",2024-08-14,67.76640857,-142.6218,nar,USA,05-09-2024 14:35,2024-08-14,67.76640857,-142.6218,11.6,16.1,5.7,58,30.2,0.0,Null,5.0,Partly cloudy,Null
388,EQ,"M 3.7 - 109 km WSW of Inuvik, Canada",2024-08-14,68.19970857,-136.3126,nar,CAN,05-09-2024 14:35,2024-08-14,68.19970857,-136.3126,15.8,21.0,10.5,50,10.4,0.0,Null,6.0,Sunny,Null
389,EQ,OHIO,2024-08-14,41.6988,-81.4975,nar,USA,22-08-2024 09:28,2024-08-14,41.6988,-81.4975,21.2,25.3,17.1,59,14.0,0.0,Null,7.0,Sunny,Null
390,EQ,OFF COAST OF OREGON,2024-08-14,42.293,-125.070833,nar,USA,22-08-2024 09:28,2024-08-14,42.293,-125.070833,13.4,16.9,10.1,84,10.4,0.01,Null,5.0,Sunny,Null
391,EQ,"M 3.0 - 198 km WSW of Pistol River, Oregon",2024-08-13,41.91550857,-126.7271,nar,USA,05-09-2024 14:35,2024-08-13,41.91550857,-126.7271,13.2,17.1,9.0,77,11.5,0.01,Null,4.0,Patchy rain possible,Null
392,EQ,SOUTHERN ALASKA,2024-08-13,61.829333,-144.034333,nar,USA,22-08-2024 09:28,2024-08-13,61.829333,-144.034333,4.3,8.6,-0.3,94,5.0,12.96,Null,2.0,Light rain shower,Null
393,EQ,"M 3.6 - 56 km SE of Chiniak, Alaska",2024-08-13,57.24300857,-151.7468,nar,USA,05-09-2024 14:35,2024-08-13,57.24300857,-151.7468,10.9,13.3,8.3,70,13.7,0.0,Null,4.0,Sunny,Null
394,EQ,"M 2.5 - 21 km W of Carlsbad, New Mexico",2024-08-13,32.47380857,-104.4585,nar,USA,05-09-2024 14:35,2024-08-13,32.47380857,-104.4585,31.3,37.6,25.0,32,34.9,0.0,Null,9.0,Sunny,Null
395,EQ,"M 4.5 - 106 km SSE of Attu Station, Alaska",2024-12-08,52.05370857,173.9294,nar,USA,05-09-2024 14:35,2024-12-08,52.05370857,173.9294,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
396,WF,Wildfire in Canada 1021275,2024-12-08,54.8544165,-95.16077757,nar,CAN,05-09-2024 14:35,2024-12-08,54.8544165,-95.16077757,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
397,EQ,"M 2.9 - 185 km NNE of Yakutat, Alaska",2024-12-08,61.21810857,-139.0077,nar,CAN,05-09-2024 14:35,2024-12-08,61.21810857,-139.0077,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
398,FL,Flood in Canada,2024-12-08,45.55710305,-73.59386351,nar,CAN,22-08-2024 09:28,2024-12-08,45.55710305,-73.59386351,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
399,EQ,EASTERN IDAHO,2024-12-08,43.510833,-111.151667,nar,USA,22-08-2024 09:28,2024-12-08,43.510833,-111.151667,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
400,EQ,"M 2.6 - 49 km ESE of Plush, Oregon",2024-08-17,42.2698419,-119.3611667,nar,USA,05-09-2024 14:35,2024-08-17,42.2698419,-119.3611667,16.8,26.6,6.9,37,37.1,0.0,Null,7.0,Sunny,Null
401,SW,Hurricane Ernesto,2024-08-17,31.44900857,-65.2,nar,BMU,27-08-2024 14:34,2024-08-17,31.44900857,-65.2,26.7,27.8,25.6,91,105.5,142.39,Null,6.0,Moderate or heavy rain shower,Null
402,EQ,"M 3.0 - 71 km NE of Lime Village, Alaska",2024-08-17,61.79550857,-154.3681,nar,USA,05-09-2024 14:35,2024-08-17,61.79550857,-154.3681,5.5,8.2,3.5,99,9.7,4.1,Null,2.0,Light drizzle,Null
403,WF,"Fish Creek Wildfire, Teton, Wyoming",2024-08-16,43.72345857,-110.1454,nar,USA,05-09-2024 14:35,2024-08-16,43.72345857,-110.1454,14.3,24.3,5.0,45,25.9,0.16,Null,6.0,Partly cloudy,Null
404,TC,Tropical Cyclone ERNESTO-24,2024-08-16,35.61777984,-63.50078717,nar,BMU,22-08-2024 09:29,2024-08-16,35.61777984,-63.50078717,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
