,event_type,event_name,date,lat,lng,continent,country_code,created_time,date,latitude,longitude,temperature,max_temperature,min_temperature,humidity,wind_speed,precipitation,cloud_cover,uv_index,condition,visibility
0,EQ,NORTHERN ALASKA,2024-05-09,65.8812,-152.2179,nar,USA,05-09-2024 14:35,2024-05-09,65.8812,-152.2179,0.6,3.0,-3.1,97,8.3,0.03,Null,1.0,Light snow,Null
1,DR,"Drought in Guatemala, Honduras, Mexico, Nicaragua",2024-05-09,18.5,-99.0,nar,MEX,05-09-2024 14:35,2024-05-09,18.5,-99.0,28.2,36.6,20.0,31,21.2,1.85,Null,8.0,Patchy rain possible,Null
2,DR,Drought in Canada,2024-05-09,53.5,-116.0,nar,CAN,05-09-2024 14:35,2024-05-09,53.5,-116.0,12.8,22.2,3.8,46,15.1,0.0,Null,6.0,Sunny,Null
3,EQ,CALIFORNIA-NEVADA BORDER REGION,2024-04-09,36.5233,-115.54,nar,USA,05-09-2024 14:35,2024-04-09,36.5233,-115.54,13.5,20.1,6.8,24,15.8,0.0,Null,6.0,Sunny,Null
4,EQ,CENTRAL CALIFORNIA,2024-04-09,37.2825,-119.999,nar,USA,05-09-2024 14:35,2024-04-09,37.2825,-119.999,14.8,21.5,8.8,61,8.3,0.0,Null,6.0,Sunny,Null
5,EQ,NEVADA,2024-04-09,38.1864,-116.7175,nar,USA,04-09-2024 14:34,2024-04-09,38.1864,-116.7175,9.3,15.6,2.6,31,25.9,0.0,Null,5.0,Sunny,Null
6,EQ,CENTRAL CALIFORNIA,2024-04-09,37.715,-122.542336,nar,USA,05-09-2024 14:35,2024-04-09,37.715,-122.542336,13.3,17.2,10.8,72,15.1,0.0,Null,5.0,Sunny,Null
7,EQ,MONTANA,2024-04-09,48.046167,-114.061667,nar,USA,05-09-2024 14:35,2024-04-09,48.046167,-114.061667,3.4,5.4,0.6,87,14.8,5.79,Null,2.0,Light rain shower,Null
8,EQ,CALIFORNIA-NEVADA BORDER REGION,2024-04-09,36.4477,-115.3007,nar,USA,05-09-2024 14:35,2024-04-09,36.4477,-115.3007,15.9,21.4,9.5,19,22.3,0.0,Null,6.0,Sunny,Null
9,EQ,SOUTHERN TEXAS,2024-03-09,28.575,-98.445,nar,USA,05-09-2024 14:35,2024-03-09,28.575,-98.445,15.7,19.3,12.5,50,30.6,0.0,Null,5.0,Partly cloudy,Null
10,EQ,OREGON,2024-03-09,42.1375,-119.028167,nar,USA,05-09-2024 14:35,2024-03-09,42.1375,-119.028167,-1.8,2.3,-5.9,84,34.9,0.51,Null,1.0,Moderate or heavy snow showers,Null
11,EQ,MONTANA,2024-03-09,45.370333,-112.592,nar,USA,05-09-2024 14:35,2024-03-09,45.370333,-112.592,-4.5,1.6,-8.9,62,13.7,0.0,Null,2.0,Sunny,Null
12,EQ,OKLAHOMA,2024-03-09,36.230667,-95.839167,nar,USA,05-09-2024 14:35,2024-03-09,36.230667,-95.839167,8.1,12.2,4.9,53,30.6,3.65,Null,3.0,Overcast,Null
13,EQ,CENTRAL ALASKA,2024-03-09,63.3525,-152.6917,nar,USA,05-09-2024 14:35,2024-03-09,63.3525,-152.6917,-21.1,-14.9,-26.3,95,9.4,0.24,Null,1.0,Light snow,Null
14,EQ,MONTANA,2024-03-09,47.791833,-114.357333,nar,USA,05-09-2024 14:35,2024-03-09,47.791833,-114.357333,-0.7,5.2,-5.3,74,14.4,0.02,Null,2.0,Patchy rain possible,Null
15,EQ,"M 4.4 - 8 km S of San José del Cabo, Mexico",2024-03-09,23.02420857,-109.717,nar,MEX,05-09-2024 14:35,2024-03-09,23.02420857,-109.717,19.9,25.4,15.8,60,11.9,0.0,Null,7.0,Sunny,Null
16,EQ,"YELLOWSTONE REGION, WYOMING",2024-03-09,44.688167,-110.4525,nar,USA,05-09-2024 14:35,2024-03-09,44.688167,-110.4525,-10.4,-0.1,-18.8,86,13.0,0.03,Null,1.0,Mist,Null
17,EQ,WASHINGTON,2024-03-09,46.2905,-122.165,nar,USA,05-09-2024 14:35,2024-03-09,46.2905,-122.165,4.0,5.4,2.0,92,22.0,13.07,Null,2.0,Light rain shower,Null
18,EQ,UTAH,2024-03-09,39.566833,-111.214,nar,USA,05-09-2024 14:35,2024-03-09,39.566833,-111.214,-3.0,1.9,-7.4,55,8.3,0.0,Null,2.0,Sunny,Null
19,EQ,OREGON,2024-03-09,43.716333,-121.234833,nar,USA,05-09-2024 14:35,2024-03-09,43.716333,-121.234833,-1.5,-0.0,-2.7,82,41.4,2.21,Null,1.0,Moderate or heavy snow showers,Null
20,EQ,SOUTHERN ALASKA,2024-03-09,61.4526,-146.1767,nar,USA,05-09-2024 14:35,2024-03-09,61.4526,-146.1767,-8.3,-5.7,-11.3,86,19.1,3.02,Null,1.0,Heavy snow,Null
21,EQ,ALABAMA,2024-03-09,34.883833,-85.036167,nar,USA,05-09-2024 14:35,2024-03-09,34.883833,-85.036167,14.3,17.9,8.9,89,22.3,12.69,Null,4.0,Light rain shower,Null
22,EQ,MONTANA,2024-03-09,46.827667,-112.3825,nar,USA,05-09-2024 14:35,2024-03-09,46.827667,-112.3825,-1.9,4.5,-7.3,71,14.0,0.0,Null,1.0,Overcast,Null
23,EQ,EASTERN IDAHO,2024-03-09,44.627333,-112.606667,nar,USA,05-09-2024 14:35,2024-03-09,44.627333,-112.606667,-8.9,-0.8,-15.4,74,20.5,0.0,Null,2.0,Sunny,Null
24,EQ,OKLAHOMA,2024-03-09,36.695667,-97.674167,nar,USA,05-09-2024 14:35,2024-03-09,36.695667,-97.674167,6.1,11.7,1.2,54,29.5,0.0,Null,4.0,Sunny,Null
25,EQ,UTAH,2024-03-09,38.493667,-112.879833,nar,USA,05-09-2024 14:35,2024-03-09,38.493667,-112.879833,2.7,10.3,-3.8,40,17.3,0.0,Null,4.0,Sunny,Null
26,EQ,CENTRAL ALASKA,2024-02-09,64.9043,-149.1394,nar,USA,04-09-2024 14:34,2024-02-09,64.9043,-149.1394,-13.1,-9.0,-16.9,90,18.0,0.22,Null,1.0,Light snow,Null
27,EQ,SOUTHERN ALASKA,2024-02-09,60.4365,-145.7364,nar,USA,04-09-2024 14:34,2024-02-09,60.4365,-145.7364,1.4,2.0,-0.4,89,48.6,45.12,Null,1.0,Heavy snow,Null
28,WF,"SYRUP Wildfire, Elmore, Idaho",2024-02-09,43.26927957,-115.672065,nar,USA,05-09-2024 14:35,2024-02-09,43.26927957,-115.672065,1.9,4.5,-0.0,64,27.0,0.18,Null,1.0,Light snow showers,Null
29,EQ,M 4.8 - off the coast of Central America,2024-02-09,3.28030857,-84.1767,nar,PAN,05-09-2024 14:35,2024-02-09,3.28030857,-84.1767,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
30,EQ,SOUTHERN CALIFORNIA,2024-02-09,33.715167,-118.618833,nar,USA,03-09-2024 14:37,2024-02-09,33.715167,-118.618833,12.5,14.3,11.1,62,19.4,0.06,Null,3.0,Patchy rain possible,Null
31,EQ,"VANCOUVER ISLAND, CANADA REGION",2024-02-09,48.441502,-123.448997,nar,CAN,04-09-2024 14:34,2024-02-09,48.441502,-123.448997,4.1,5.7,2.4,84,10.1,0.53,Null,2.0,Patchy rain possible,Null
32,EQ,WASHINGTON,2024-02-09,47.579,-120.287333,nar,USA,04-09-2024 14:34,2024-02-09,47.579,-120.287333,-0.2,6.0,-3.5,67,9.0,0.01,Null,3.0,Partly cloudy,Null
33,EQ,CENTRAL CALIFORNIA,2024-02-09,36.467167,-121.043999,nar,USA,04-09-2024 14:34,2024-02-09,36.467167,-121.043999,4.9,11.0,0.5,75,16.6,0.03,Null,4.0,Partly cloudy,Null
34,EQ,CENTRAL ALASKA,2024-02-09,64.7852,-147.3752,nar,USA,04-09-2024 14:34,2024-02-09,64.7852,-147.3752,-12.2,-7.4,-17.6,92,7.2,0.19,Null,1.0,Moderate snow,Null
35,EQ,CENTRAL ALASKA,2024-01-09,62.2347,-154.2832,nar,USA,03-09-2024 14:37,2024-01-09,62.2347,-154.2832,-17.7,-11.0,-24.0,96,12.6,0.07,Null,1.0,Light freezing rain,Null
36,SW,Tropical Storm Hone,2024-01-09,26.14900857,-179.8,nar,USA,05-09-2024 14:35,2024-01-09,26.14900857,-179.8,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
37,EQ,NEAR COAST OF WASHINGTON,2024-01-09,47.689,-124.039333,nar,USA,03-09-2024 14:37,2024-01-09,47.689,-124.039333,6.4,10.3,5.6,83,49.7,19.04,Null,3.0,Moderate or heavy rain with thunder,Null
38,EQ,NORTHERN CALIFORNIA,2024-01-09,40.787834,-123.554001,nar,USA,03-09-2024 14:37,2024-01-09,40.787834,-123.554001,1.3,3.7,-6.5,98,7.9,7.3,Null,1.0,Light rain,Null
39,EQ,"M 2.9 - 6 km ENE of Capulin, New Mexico",2024-01-09,36.30310857,-106.734,nar,USA,05-09-2024 14:35,2024-01-09,36.30310857,-106.734,-9.9,-1.1,-16.2,70,14.0,0.0,Null,2.0,Sunny,Null
40,EQ,"M 3.8 - 5 km SE of Pierreville, Canada",2024-01-09,46.09280857,-72.7553,nar,CAN,05-09-2024 14:35,2024-01-09,46.09280857,-72.7553,-7.8,-2.3,-11.6,87,26.3,5.22,Null,1.0,Overcast,Null
41,EQ,"M 3.5 - 31 km NE of Seeley Lake, Montana",2024-01-09,47.39940857,-113.1597,nar,USA,05-09-2024 14:35,2024-01-09,47.39940857,-113.1597,-7.9,-0.6,-14.4,88,33.8,6.08,Null,1.0,Light snow showers,Null
42,EQ,"GEORGIA, USA",2024-01-09,33.8355,-82.147167,nar,USA,03-09-2024 14:37,2024-01-09,33.8355,-82.147167,11.5,18.1,5.8,92,40.0,80.75,Null,4.0,Light rain shower,Null
43,EQ,NEW JERSEY,2024-01-09,40.6728,-74.7275,nar,USA,03-09-2024 14:37,2024-01-09,40.6728,-74.7275,2.1,12.3,-3.9,95,38.2,59.48,Null,3.0,Moderate rain,Null
44,EQ,SOUTHERN CALIFORNIA,2024-08-31,34.379333,-119.928667,nar,USA,02-09-2024 14:36,2024-08-31,34.379333,-119.928667,23.5,29.8,17.0,48,12.2,0.03,Null,6.0,Patchy rain possible,Null
45,EQ,SOUTHEASTERN ALASKA,2024-08-31,58.7432,-137.5187,nar,USA,02-09-2024 14:36,2024-08-31,58.7432,-137.5187,11.4,12.7,10.2,97,8.6,10.76,Null,3.0,Light rain,Null
46,EQ,"M 2.7 - 25 km WSW of Lander, Wyoming",2024-08-31,42.79930857,-109.0215,nar,USA,05-09-2024 14:35,2024-08-31,42.79930857,-109.0215,22.7,30.3,15.8,16,15.5,0.0,Null,8.0,Sunny,Null
47,EQ,NORTHERN ALASKA,2024-08-31,66.1462,-147.8202,nar,USA,02-09-2024 14:36,2024-08-31,66.1462,-147.8202,7.1,11.0,4.4,72,9.0,0.0,Null,4.0,Partly cloudy,Null
48,EQ,KENTUCKY,2024-08-31,38.7255,-83.6315,nar,USA,02-09-2024 14:36,2024-08-31,38.7255,-83.6315,24.2,31.5,18.8,76,14.0,7.41,Null,7.0,Patchy light drizzle,Null
49,EQ,ARKANSAS,2024-08-31,35.324,-92.660167,nar,USA,02-09-2024 14:36,2024-08-31,35.324,-92.660167,25.4,30.3,21.6,76,12.6,1.45,Null,7.0,Patchy rain possible,Null
50,EQ,NORTHERN ALASKA,2024-05-09,65.8812,-152.2179,nar,USA,05-09-2024 14:35,2024-05-09,65.8812,-152.2179,0.6,3.0,-3.1,97,8.3,0.03,Null,1.0,Light snow,Null
51,DR,"Drought in Guatemala, Honduras, Mexico, Nicaragua",2024-05-09,18.5,-99.0,nar,MEX,05-09-2024 14:35,2024-05-09,18.5,-99.0,28.2,36.6,20.0,31,21.2,1.85,Null,8.0,Patchy rain possible,Null
52,DR,Drought in Canada,2024-05-09,53.5,-116.0,nar,CAN,05-09-2024 14:35,2024-05-09,53.5,-116.0,12.8,22.2,3.8,46,15.1,0.0,Null,6.0,Sunny,Null
53,EQ,CALIFORNIA-NEVADA BORDER REGION,2024-04-09,36.5233,-115.54,nar,USA,05-09-2024 14:35,2024-04-09,36.5233,-115.54,13.5,20.1,6.8,24,15.8,0.0,Null,6.0,Sunny,Null
54,EQ,CENTRAL CALIFORNIA,2024-04-09,37.2825,-119.999,nar,USA,05-09-2024 14:35,2024-04-09,37.2825,-119.999,14.8,21.5,8.8,61,8.3,0.0,Null,6.0,Sunny,Null
55,EQ,NEVADA,2024-04-09,38.1864,-116.7175,nar,USA,04-09-2024 14:34,2024-04-09,38.1864,-116.7175,9.3,15.6,2.6,31,25.9,0.0,Null,5.0,Sunny,Null
56,EQ,CENTRAL CALIFORNIA,2024-04-09,37.715,-122.542336,nar,USA,05-09-2024 14:35,2024-04-09,37.715,-122.542336,13.3,17.2,10.8,72,15.1,0.0,Null,5.0,Sunny,Null
57,EQ,MONTANA,2024-04-09,48.046167,-114.061667,nar,USA,05-09-2024 14:35,2024-04-09,48.046167,-114.061667,3.4,5.4,0.6,87,14.8,5.79,Null,2.0,Light rain shower,Null
58,EQ,CALIFORNIA-NEVADA BORDER REGION,2024-04-09,36.4477,-115.3007,nar,USA,05-09-2024 14:35,2024-04-09,36.4477,-115.3007,15.9,21.4,9.5,19,22.3,0.0,Null,6.0,Sunny,Null
59,EQ,SOUTHERN TEXAS,2024-03-09,28.575,-98.445,nar,USA,05-09-2024 14:35,2024-03-09,28.575,-98.445,15.7,19.3,12.5,50,30.6,0.0,Null,5.0,Partly cloudy,Null
60,EQ,OREGON,2024-03-09,42.1375,-119.028167,nar,USA,05-09-2024 14:35,2024-03-09,42.1375,-119.028167,-1.8,2.3,-5.9,84,34.9,0.51,Null,1.0,Moderate or heavy snow showers,Null
61,EQ,MONTANA,2024-03-09,45.370333,-112.592,nar,USA,05-09-2024 14:35,2024-03-09,45.370333,-112.592,-4.5,1.6,-8.9,62,13.7,0.0,Null,2.0,Sunny,Null
62,EQ,OKLAHOMA,2024-03-09,36.230667,-95.839167,nar,USA,05-09-2024 14:35,2024-03-09,36.230667,-95.839167,8.1,12.2,4.9,53,30.6,3.65,Null,3.0,Overcast,Null
63,EQ,CENTRAL ALASKA,2024-03-09,63.3525,-152.6917,nar,USA,05-09-2024 14:35,2024-03-09,63.3525,-152.6917,-21.1,-14.9,-26.3,95,9.4,0.24,Null,1.0,Light snow,Null
64,EQ,MONTANA,2024-03-09,47.791833,-114.357333,nar,USA,05-09-2024 14:35,2024-03-09,47.791833,-114.357333,-0.7,5.2,-5.3,74,14.4,0.02,Null,2.0,Patchy rain possible,Null
65,EQ,"M 4.4 - 8 km S of San José del Cabo, Mexico",2024-03-09,23.02420857,-109.717,nar,MEX,05-09-2024 14:35,2024-03-09,23.02420857,-109.717,19.9,25.4,15.8,60,11.9,0.0,Null,7.0,Sunny,Null
66,EQ,"YELLOWSTONE REGION, WYOMING",2024-03-09,44.688167,-110.4525,nar,USA,05-09-2024 14:35,2024-03-09,44.688167,-110.4525,-10.4,-0.1,-18.8,86,13.0,0.03,Null,1.0,Mist,Null
67,EQ,WASHINGTON,2024-03-09,46.2905,-122.165,nar,USA,05-09-2024 14:35,2024-03-09,46.2905,-122.165,4.0,5.4,2.0,92,22.0,13.07,Null,2.0,Light rain shower,Null
68,EQ,UTAH,2024-03-09,39.566833,-111.214,nar,USA,05-09-2024 14:35,2024-03-09,39.566833,-111.214,-3.0,1.9,-7.4,55,8.3,0.0,Null,2.0,Sunny,Null
69,EQ,OREGON,2024-03-09,43.716333,-121.234833,nar,USA,05-09-2024 14:35,2024-03-09,43.716333,-121.234833,-1.5,-0.0,-2.7,82,41.4,2.21,Null,1.0,Moderate or heavy snow showers,Null
70,EQ,SOUTHERN ALASKA,2024-03-09,61.4526,-146.1767,nar,USA,05-09-2024 14:35,2024-03-09,61.4526,-146.1767,-8.3,-5.7,-11.3,86,19.1,3.02,Null,1.0,Heavy snow,Null
71,EQ,ALABAMA,2024-03-09,34.883833,-85.036167,nar,USA,05-09-2024 14:35,2024-03-09,34.883833,-85.036167,14.3,17.9,8.9,89,22.3,12.69,Null,4.0,Light rain shower,Null
72,EQ,MONTANA,2024-03-09,46.827667,-112.3825,nar,USA,05-09-2024 14:35,2024-03-09,46.827667,-112.3825,-1.9,4.5,-7.3,71,14.0,0.0,Null,1.0,Overcast,Null
73,EQ,EASTERN IDAHO,2024-03-09,44.627333,-112.606667,nar,USA,05-09-2024 14:35,2024-03-09,44.627333,-112.606667,-8.9,-0.8,-15.4,74,20.5,0.0,Null,2.0,Sunny,Null
74,EQ,OKLAHOMA,2024-03-09,36.695667,-97.674167,nar,USA,05-09-2024 14:35,2024-03-09,36.695667,-97.674167,6.1,11.7,1.2,54,29.5,0.0,Null,4.0,Sunny,Null
75,EQ,UTAH,2024-03-09,38.493667,-112.879833,nar,USA,05-09-2024 14:35,2024-03-09,38.493667,-112.879833,2.7,10.3,-3.8,40,17.3,0.0,Null,4.0,Sunny,Null
76,EQ,CENTRAL ALASKA,2024-02-09,64.9043,-149.1394,nar,USA,04-09-2024 14:34,2024-02-09,64.9043,-149.1394,-13.1,-9.0,-16.9,90,18.0,0.22,Null,1.0,Light snow,Null
77,EQ,SOUTHERN ALASKA,2024-02-09,60.4365,-145.7364,nar,USA,04-09-2024 14:34,2024-02-09,60.4365,-145.7364,1.4,2.0,-0.4,89,48.6,45.12,Null,1.0,Heavy snow,Null
78,WF,"SYRUP Wildfire, Elmore, Idaho",2024-02-09,43.26927957,-115.672065,nar,USA,05-09-2024 14:35,2024-02-09,43.26927957,-115.672065,1.9,4.5,-0.0,64,27.0,0.18,Null,1.0,Light snow showers,Null
79,EQ,M 4.8 - off the coast of Central America,2024-02-09,3.28030857,-84.1767,nar,PAN,05-09-2024 14:35,2024-02-09,3.28030857,-84.1767,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
80,EQ,SOUTHERN CALIFORNIA,2024-02-09,33.715167,-118.618833,nar,USA,03-09-2024 14:37,2024-02-09,33.715167,-118.618833,12.5,14.3,11.1,62,19.4,0.06,Null,3.0,Patchy rain possible,Null
81,EQ,"VANCOUVER ISLAND, CANADA REGION",2024-02-09,48.441502,-123.448997,nar,CAN,04-09-2024 14:34,2024-02-09,48.441502,-123.448997,4.1,5.7,2.4,84,10.1,0.53,Null,2.0,Patchy rain possible,Null
82,EQ,WASHINGTON,2024-02-09,47.579,-120.287333,nar,USA,04-09-2024 14:34,2024-02-09,47.579,-120.287333,-0.2,6.0,-3.5,67,9.0,0.01,Null,3.0,Partly cloudy,Null
83,EQ,CENTRAL CALIFORNIA,2024-02-09,36.467167,-121.043999,nar,USA,04-09-2024 14:34,2024-02-09,36.467167,-121.043999,4.9,11.0,0.5,75,16.6,0.03,Null,4.0,Partly cloudy,Null
84,EQ,CENTRAL ALASKA,2024-02-09,64.7852,-147.3752,nar,USA,04-09-2024 14:34,2024-02-09,64.7852,-147.3752,-12.2,-7.4,-17.6,92,7.2,0.19,Null,1.0,Moderate snow,Null
85,EQ,CENTRAL ALASKA,2024-01-09,62.2347,-154.2832,nar,USA,03-09-2024 14:37,2024-01-09,62.2347,-154.2832,-17.7,-11.0,-24.0,96,12.6,0.07,Null,1.0,Light freezing rain,Null
86,SW,Tropical Storm Hone,2024-01-09,26.14900857,-179.8,nar,USA,05-09-2024 14:35,2024-01-09,26.14900857,-179.8,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
87,EQ,NEAR COAST OF WASHINGTON,2024-01-09,47.689,-124.039333,nar,USA,03-09-2024 14:37,2024-01-09,47.689,-124.039333,6.4,10.3,5.6,83,49.7,19.04,Null,3.0,Moderate or heavy rain with thunder,Null
88,EQ,NORTHERN CALIFORNIA,2024-01-09,40.787834,-123.554001,nar,USA,03-09-2024 14:37,2024-01-09,40.787834,-123.554001,1.3,3.7,-6.5,98,7.9,7.3,Null,1.0,Light rain,Null
89,EQ,"M 2.9 - 6 km ENE of Capulin, New Mexico",2024-01-09,36.30310857,-106.734,nar,USA,05-09-2024 14:35,2024-01-09,36.30310857,-106.734,-9.9,-1.1,-16.2,70,14.0,0.0,Null,2.0,Sunny,Null
90,EQ,"M 3.8 - 5 km SE of Pierreville, Canada",2024-01-09,46.09280857,-72.7553,nar,CAN,05-09-2024 14:35,2024-01-09,46.09280857,-72.7553,-7.8,-2.3,-11.6,87,26.3,5.22,Null,1.0,Overcast,Null
91,EQ,"M 3.5 - 31 km NE of Seeley Lake, Montana",2024-01-09,47.39940857,-113.1597,nar,USA,05-09-2024 14:35,2024-01-09,47.39940857,-113.1597,-7.9,-0.6,-14.4,88,33.8,6.08,Null,1.0,Light snow showers,Null
92,EQ,"GEORGIA, USA",2024-01-09,33.8355,-82.147167,nar,USA,03-09-2024 14:37,2024-01-09,33.8355,-82.147167,11.5,18.1,5.8,92,40.0,80.75,Null,4.0,Light rain shower,Null
93,EQ,NEW JERSEY,2024-01-09,40.6728,-74.7275,nar,USA,03-09-2024 14:37,2024-01-09,40.6728,-74.7275,2.1,12.3,-3.9,95,38.2,59.48,Null,3.0,Moderate rain,Null
94,EQ,SOUTHERN CALIFORNIA,2024-08-31,34.379333,-119.928667,nar,USA,02-09-2024 14:36,2024-08-31,34.379333,-119.928667,23.5,29.8,17.0,48,12.2,0.03,Null,6.0,Patchy rain possible,Null
95,EQ,SOUTHEASTERN ALASKA,2024-08-31,58.7432,-137.5187,nar,USA,02-09-2024 14:36,2024-08-31,58.7432,-137.5187,11.4,12.7,10.2,97,8.6,10.76,Null,3.0,Light rain,Null
96,EQ,"M 2.7 - 25 km WSW of Lander, Wyoming",2024-08-31,42.79930857,-109.0215,nar,USA,05-09-2024 14:35,2024-08-31,42.79930857,-109.0215,22.7,30.3,15.8,16,15.5,0.0,Null,8.0,Sunny,Null
97,EQ,NORTHERN ALASKA,2024-08-31,66.1462,-147.8202,nar,USA,02-09-2024 14:36,2024-08-31,66.1462,-147.8202,7.1,11.0,4.4,72,9.0,0.0,Null,4.0,Partly cloudy,Null
98,EQ,KENTUCKY,2024-08-31,38.7255,-83.6315,nar,USA,02-09-2024 14:36,2024-08-31,38.7255,-83.6315,24.2,31.5,18.8,76,14.0,7.41,Null,7.0,Patchy light drizzle,Null
99,EQ,ARKANSAS,2024-08-31,35.324,-92.660167,nar,USA,02-09-2024 14:36,2024-08-31,35.324,-92.660167,25.4,30.3,21.6,76,12.6,1.45,Null,7.0,Patchy rain possible,Null
100,EQ,NORTHERN ALASKA,2024-08-31,66.1462,-147.8202,nar,USA,02-09-2024 14:36,2024-08-31,66.1462,-147.8202,7.1,11.0,4.4,72,9.0,0.0,Null,4.0,Partly cloudy,Null
101,EQ,KENTUCKY,2024-08-31,38.7255,-83.6315,nar,USA,02-09-2024 14:36,2024-08-31,38.7255,-83.6315,24.2,31.5,18.8,76,14.0,7.41,Null,7.0,Patchy light drizzle,Null
102,EQ,ARKANSAS,2024-08-31,35.324,-92.660167,nar,USA,02-09-2024 14:36,2024-08-31,35.324,-92.660167,25.4,30.3,21.6,76,12.6,1.45,Null,7.0,Patchy rain possible,Null
103,EQ,CENTRAL ALASKA,2024-08-31,63.0849,-145.1349,nar,USA,02-09-2024 14:36,2024-08-31,63.0849,-145.1349,5.4,9.6,1.2,74,11.2,1.21,Null,2.0,Light rain shower,Null
104,EQ,OFF COAST OF NORTHERN CALIFORNIA,2024-08-31,41.511667,-125.5825,nar,USA,02-09-2024 14:36,2024-08-31,41.511667,-125.5825,14.7,16.7,13.2,86,8.6,0.02,Null,4.0,Patchy rain possible,Null
105,SW,Tropical Storm Hone,2024-08-31,22.24900857,-175.7,nar,USA,05-09-2024 14:35,2024-08-31,22.24900857,-175.7,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
106,EQ,WASHINGTON,2024-08-31,46.269833,-120.5105,nar,USA,02-09-2024 14:36,2024-08-31,46.269833,-120.5105,26.6,35.3,18.9,20,7.6,0.0,Null,9.0,Sunny,Null
107,EQ,"M 4.3 - 86 km E of Codrington, Antigua and Barbuda",2024-08-31,17.64530857,-61.0117,nar,ATG,05-09-2024 14:35,2024-08-31,17.64530857,-61.0117,28.6,28.9,28.4,74,26.3,2.8,Null,6.0,Light rain shower,Null
108,EQ,"M 4.9 - 3 km NE of Venustiano Carranza (Peña Blanca), Mexico",2024-08-30,17.70750857,-94.7287,nar,MEX,05-09-2024 14:35,2024-08-30,17.70750857,-94.7287,26.5,30.8,23.8,87,11.2,14.17,Null,7.0,Patchy light rain with thunder,Null
109,EQ,M 5.6 - Reykjanes Ridge,2024-08-30,52.65470857,-33.2661,nar,GRL,05-09-2024 14:35,2024-08-30,52.65470857,-33.2661,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
110,EQ,"M 2.7 - 14 km ESE of Molalla, Oregon",2024-08-30,45.16067524,-122.4026667,nar,USA,05-09-2024 14:35,2024-08-30,45.16067524,-122.4026667,21.7,31.7,13.3,32,8.6,0.0,Null,8.0,Sunny,Null
111,SW,Hurricane Gilma,2024-08-30,20.44900857,-152.2,nar,USA,04-09-2024 02:36,2024-08-30,20.44900857,-152.2,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
112,TC,Tropical Cyclone GILMA-24,2024-08-29,15.70073602,-118.3,nar,MEX,30-08-2024 02:35,2024-08-29,15.70073602,-118.3,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
113,TC,Tropical Cyclone HONE-24,2024-08-29,15.4,-140.8,nar,USA,30-08-2024 02:35,2024-08-29,15.4,-140.8,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
114,EQ,NEAR COAST OF OREGON,2024-08-29,45.661,-124.128333,nar,USA,31-08-2024 14:36,2024-08-29,45.661,-124.128333,15.9,20.6,11.7,64,16.9,0.0,Null,6.0,Sunny,Null
115,EQ,OKLAHOMA,2024-08-29,35.902167,-95.156667,nar,USA,31-08-2024 14:36,2024-08-29,35.902167,-95.156667,28.6,36.7,22.9,56,20.2,0.59,Null,8.0,Cloudy,Null
116,TC,Tropical Cyclone HECTOR-24,2024-08-29,16.5,-125.8,nar,MEX,30-08-2024 02:35,2024-08-29,16.5,-125.8,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
117,EQ,CENTRAL ALASKA,2024-08-29,62.2573,-141.6637,nar,USA,31-08-2024 14:36,2024-08-29,62.2573,-141.6637,10.7,16.1,6.3,69,5.8,0.9,Null,4.0,Overcast,Null
118,EQ,NEVADA,2024-08-29,39.5222,-119.5123,nar,USA,31-08-2024 14:36,2024-08-29,39.5222,-119.5123,22.4,30.6,14.3,17,15.8,0.0,Null,8.0,Sunny,Null
119,EQ,"M 2.5 - 6 km SE of Hill City, Kansas",2024-08-29,39.37470857,-99.7871,nar,USA,05-09-2024 14:35,2024-08-29,39.37470857,-99.7871,27.5,35.8,20.1,49,40.0,7.28,Null,8.0,Patchy rain possible,Null
120,EQ,SOUTHERN ALASKA,2024-08-28,60.2106,-143.5228,nar,USA,30-08-2024 14:37,2024-08-28,60.2106,-143.5228,8.6,9.8,7.9,96,12.6,25.72,Null,2.0,Light rain shower,Null
121,SW,Tropical Storm Hector,2024-08-28,18.34900857,-132.4,nar,MEX,03-09-2024 14:37,2024-08-28,18.34900857,-132.4,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
122,EQ,NORTH CAROLINA,2024-08-28,36.451333,-81.078833,nar,USA,30-08-2024 14:37,2024-08-28,36.451333,-81.078833,24.8,32.1,19.5,54,7.6,0.17,Null,8.0,Partly cloudy,Null
123,EQ,NORTHERN ALASKA,2024-08-28,65.6697,-143.0319,nar,USA,30-08-2024 14:37,2024-08-28,65.6697,-143.0319,11.9,14.1,9.3,72,11.2,1.91,Null,3.0,Light rain shower,Null
