date,event_name,lat,lng,continent,country_code,temperature,max_temperature,min_temperature,humidity,wind_speed,precipitation,uv_index,condition,event_type
07-09-2024,"M 4.5 - 51 km SSE of Santiago de Cuba, Cuba",19.63620857,-75.6481,nar,CUB,27,34,20.5,77,13,0.72,7,Patchy rain possible,EQ
07-09-2024,"M 3.9 - 66 km SSE of Akhiok, Alaska",56.45650857,-153.7058,nar,USA,11.5,13.4,9.8,88,13,0.04,3,Patchy rain possible,EQ
07-09-2024,"M 4.0 - 43 km N of Petit Valley, Trinidad and Tobago",11.14210857,-61.5627,nar,TTO,27.4,30.9,25,79,13,2.21,7,Patchy rain possible,EQ
07-09-2024,"ROBLAR Wildfire, San Diego, California",33.43604457,-117.351694,nar,USA,28.4,35.1,22.1,48,18,0,9,Partly cloudy,WF
07-09-2024,"Davis Wildfire, Washoe, Nevada",39.35400857,-119.8275,nar,USA,22.3,29.9,16.3,26,46.8,0,6,Overcast,WF
07-09-2024,"Frog Wildfire, Custer, Idaho",44.13184157,-114.525667,nar,USA,17,27.1,7.7,23,21.2,0,7,Partly cloudy,WF
07-09-2024,"Bowman Well Wildfire, Lake, Oregon",43.34489157,-120.737117,nar,USA,21.8,26.9,17.9,28,21.6,0.11,6,Overcast,WF
11-09-2024,Tropical Storm Francine,27.04900857,-93.8,nar,USA,Null,Null,Null,Null,Null,Null,Null,Null,SW
11-09-2024,Tropical Cyclone FRANCINE-24,36.30073602,-89.8,nar,USA,27.1,34.2,21,39,24.8,0,8,Partly cloudy,TC
06-09-2024,"M 2.8 - 20 km W of Beaver, Alaska",66.41580857,-147.8472,nar,USA,12.3,17.4,8.4,67,8.6,0,4,Overcast,EQ
06-09-2024,Wildfire in United States 1022094,43.59746578,-121.0691725,nar,USA,23.4,29.4,18.4,20,27.4,0,6,Cloudy,WF
06-09-2024,"South Selway Complex Wildfire, Idaho, Idaho",46.07746057,-114.993138,nar,USA,20.4,31.4,11.4,30,16.6,0,8,Sunny,WF
06-09-2024,"M 3.1 - 57 km WNW of Nelson Lagoon, Alaska",56.25980857,-162.0481,nar,USA,9.1,9.4,8.7,95,32,4.79,2,Light rain shower,EQ
05-09-2024,"M 3.6 - Rat Islands, Aleutian Islands, Alaska",50.26860857,177.259,nar,USA,9.5,9.9,9.1,90,29.9,0,2,Cloudy,EQ
05-09-2024,"M 3.3 - 8 km NNW of Avenal, CA",36.11300857,-120.1731667,nar,USA,31.9,42.3,22.4,17,12.6,0,10,Sunny,EQ
05-09-2024,"BIG RIDGE FIRE Wildfire, Walker, Alabama",33.76623077,-87.2011111,nar,USA,22.6,24.7,20.2,71,14.8,1.14,5,Patchy light drizzle,WF
04-09-2024,"M 3.2 - 67 km SSW of Kaktovik, Alaska",69.66260857,-144.5141,nar,USA,7.2,9.2,5.8,84,28.8,0.12,2,Cloudy,EQ
04-09-2024,"M 4.0 - 201 km S of Hydaburg, Alaska",53.47010857,-133.3177,nar,CAN,14.4,15.9,13,72,13.3,0,5,Sunny,EQ
03-09-2024,"M 4.4 - 8 km S of San José del Cabo, Mexico",23.02420857,-109.717,nar,MEX,28.8,33.5,25.7,69,16.9,4.8,7,Patchy light drizzle,EQ
02-09-2024,"Sage Hen Wildfire, Harney, Oregon",43.62184157,-119.270133,nar,USA,22.3,28.4,16.4,26,29.9,0.22,6,Patchy rain possible,WF
02-09-2024,"Solomon Wildfire, Harney, Oregon",42.78709157,-118.913283,nar,USA,21.1,26.7,16.6,33,34.6,0.03,6,Patchy rain possible,WF
02-09-2024,"M 2.5 - 6 km SE of Ridgely, Tennessee",36.2643419,-89.438,nar,USA,24.8,31.6,18.8,55,19.4,0,8,Sunny,EQ
02-09-2024,Wildfire in United States 1021980,36.21574435,-120.5816214,nar,USA,26.2,34.8,19.3,28,9.4,0,8,Sunny,WF
02-09-2024,"BIGFLAT Wildfire, Washington, Idaho",44.37134157,-116.439,nar,USA,19.7,26.5,14.5,25,15.1,0.24,6,Patchy rain possible,WF
02-09-2024,"BEAR Wildfire, Sierra, California",39.64644857,-120.21611,nar,USA,16.4,25.5,9.1,34,28.4,0,7,Sunny,WF
02-09-2024,"Chimney Wildfire, Camas, Idaho",43.50270857,-115.0568,nar,USA,22.7,29.8,17,25,17.6,1.16,6,Light rain shower,WF
02-09-2024,"SYRUP Wildfire, Elmore, Idaho",43.26927957,-115.672065,nar,USA,26.9,33.3,23.2,24,36,1.91,7,Patchy rain possible,WF
02-09-2024,"0773 OAK CANYON Wildfire, Wasco, Oregon",45.34179157,-121.048917,nar,USA,20.8,26.5,16,62,31.7,0.17,6,Patchy rain possible,WF
02-09-2024,M 4.8 - off the coast of Central America,3.26920857,-84.1814,nar,PAN,Null,Null,Null,Null,Null,Null,Null,Null,EQ
02-09-2024,"Wood Wildfire, Pinal, Arizona",33.28424157,-111.126867,nar,USA,28.9,33.4,24,34,28.1,0,8,Sunny,WF
02-09-2024,"M 3.1 - 21 km NW of Steamboat Springs, Colorado",40.65880857,-107.0214,nar,USA,15.5,26.4,7.3,39,19.1,0.16,7,Partly cloudy,EQ
02-09-2024,"M 2.5 - 72 km N of Arctic Village, Alaska",68.82410857,-145.395,nar,USA,2,4.4,-0.2,85,11.2,0.4,1,Moderate snow,EQ
01-09-2024,Wildfire in United States 1021938,44.51159867,-117.1638768,nar,USA,26.9,36.6,17.8,12,10.1,0,9,Sunny,WF
01-09-2024,Wildfire in United States 1021978,44.2788878,-119.5692424,nar,USA,24.4,32,17.7,16,23,0,8,Partly cloudy,WF
01-09-2024,"Copperfield Wildfire, Klamath, Oregon",42.60334157,-121.756,nar,USA,19.7,28.5,12.7,36,24.8,0,7,Partly cloudy,WF
01-09-2024,"RECORD Wildfire, Riverside, California",33.87222957,-116.974801,nar,USA,25.8,33,20.3,33,22,0,8,Sunny,WF
01-09-2024,"Silver Spoon Wildfire, Campbell, Wyoming",44.98517557,-105.76688,nar,USA,24.2,32.1,17.1,26,35.6,0,8,Sunny,WF
01-09-2024,"M 2.9 - 7 km ENE of Capulin, New Mexico",36.31500857,-106.7328,nar,USA,15.3,23.3,6.2,45,14.4,0.01,6,Partly cloudy,EQ
01-09-2024,"M 3.8 - 5 km SE of Pierreville, Canada",46.09280857,-72.7553,nar,CAN,17.6,23,10.9,88,28.8,6.99,5,Moderate or heavy rain shower,EQ
01-09-2024,"M 3.5 - 32 km NE of Seeley Lake, Montana",47.39690857,-113.1417,nar,USA,17.8,31.4,6.8,34,11.9,0,7,Cloudy,EQ
31-08-2024,"M 3.2 - 63 km ESE of Denali Park, Alaska",63.60750857,-147.6917,nar,USA,4.7,9.5,-1.5,79,9.7,1.02,2,Patchy rain possible,EQ
31-08-2024,"Black Mesa 2 Wildfire, Yavapai, Arizona",34.19365857,-112.1289,nar,USA,23.9,29.5,21,39,23,1.32,6,Patchy light rain,WF
31-08-2024,"M 2.7 - 26 km WSW of Lander, Wyoming",42.78250857,-109.024,nar,USA,22.7,30.3,15.8,16,15.5,0,8,Sunny,EQ
31-08-2024,"One Way Wildfire, Mohave, Arizona",36.64064157,-113.658033,nar,USA,29.3,38,21.6,21,11.9,0.37,9,Partly cloudy,WF
31-08-2024,M 4.3 - north of Svalbard,80.13080857,-0.7806,nar,GRL,Null,Null,Null,Null,Null,Null,Null,Null,EQ
31-08-2024,"M 2.6 - 272 km W of Ferndale, California",40.53030857,-127.4795,nar,USA,Null,Null,Null,Null,Null,Null,Null,Null,EQ
31-08-2024,"M 4.3 - 72 km E of Codrington, Antigua and Barbuda",17.63270857,-61.1395,nar,ATG,28.6,28.9,28.4,74,26.3,2.8,6,Light rain shower,EQ
31-08-2024,"M 2.9 - 109 km WNW of Trinidad, CA",41.1063419,-125.44,nar,USA,14.5,18.2,11.7,82,7.9,0.08,4,Patchy rain possible,EQ
30-08-2024,"M 4.9 - 5 km E of Venustiano Carranza (Peña Blanca), Mexico",17.69400857,-94.7041,nar,MEX,26.5,30.8,23.8,87,11.2,14.17,7,Patchy light rain with thunder,EQ
30-08-2024,Wildfire in Canada 1021922,55.98434414,-107.0734789,nar,CAN,14.3,17.8,10.7,57,17.3,0.14,4,Patchy rain possible,WF
30-08-2024,M 4.2 - Reykjanes Ridge,52.88920857,-34.306,nar,GRL,Null,Null,Null,Null,Null,Null,Null,Null,EQ
30-08-2024,M 5.6 - Reykjanes Ridge,53.03370857,-33.1613,nar,GRL,Null,Null,Null,Null,Null,Null,Null,Null,EQ
30-08-2024,"M 2.7 - 14 km ESE of Molalla, Oregon",45.16067524,-122.4026667,nar,USA,21.7,31.7,13.3,32,8.6,0,8,Sunny,EQ
30-08-2024,Tropical Storm Hone,21.54900857,-173.7,nar,USA,Null,Null,Null,Null,Null,Null,Null,Null,SW
29-08-2024,"DeSoto BB 7208 RX Wildfire, Perry, Mississippi",31.10550857,-88.928,nar,USA,28.5,35,24,71,15.8,0.82,7,Patchy rain possible,WF
29-08-2024,Tropical Cyclone GILMA-24,18.5,-143.3,nar,USA,Null,Null,Null,Null,Null,Null,Null,Null,TC
29-08-2024,Tropical Cyclone HONE-24,22.10073602,-174.7,nar,USA,Null,Null,Null,Null,Null,Null,Null,Null,TC
28-09-2024,Heavy Rain at Gangtok,27.327482,88.70238339,asia,IND,13.2,17.2,10.3,94,4.7,19.45,4,Moderate rain,SW
28-09-2024,Heavy Rain at Bhopal,24.502585,77.25796634,asia,IND,24,25.5,23.2,94,7.9,11.67,6,Light rain shower,SW
28-09-2024,Lightning at SDMA,16.770452,81.94302282,asia,IND,27.3,30.5,24.6,83,11.5,5.14,7,Light rain shower,SW
28-09-2024,Lightning at SDMA,16.933379,81.03457769,asia,IND,26.9,30.7,24.2,86,9,9.18,7,Light rain shower,SW
28-09-2024,Thunderstorm with Lightning at Ranchi,24.314995,87.27770949,asia,IND,27,30.5,24.5,87,16.2,34.62,7,Moderate or heavy rain shower,SW
28-09-2024,Very Heavy Rain at Ahmedabad,21.6006895,72.35369177,asia,IND,25.8,26.9,24.8,89,20.2,13.45,6,Light rain shower,SW
28-09-2024,Moderate Thunderstorms with surface wind at Ahmedabad,20.41888,72.8434979,asia,IND,26,27.7,25.1,91,15.1,21,6,Light rain shower,SW
28-09-2024,Moderate Thunderstorms with surface wind at Ahmedabad,20.785437,73.71012032,asia,IND,25.4,26.9,24.5,95,9.4,17.06,6,Light rain shower,SW
28-09-2024,Light Rain at Goa,15.6046245,74.00282556,asia,IND,26.9,28.4,25.5,84,15.1,22.86,6,Moderate or heavy rain shower,SW
28-09-2024,"Thunderstorm, Lightning at Hyderabad",17.746584,79.24072321,asia,IND,26.7,31.3,23.1,74,14,0.51,7,Patchy light drizzle,SW
28-09-2024,Thunderstorm with Lightning at Bhopal,25.0817765,78.3198376,asia,IND,25,27.9,23.5,90,15.8,13.03,6,Light rain shower,SW
28-09-2024,Light Rain at Agartala,23.82628,91.96925791,asia,IND,26.6,31.6,23.5,86,7.2,1.76,7,Patchy light rain with thunder,SW
28-09-2024,Thunderstorm with Lightning at Guwahati,26.236148,89.71398856,asia,IND,23.6,25.7,22.4,95,13,35.02,6,Light rain shower,SW
28-09-2024,Moderate Thunderstorms with surface wind at Ahmedabad,22.7457875,72.29843046,asia,IND,26.5,27.9,25.4,85,20.5,7.73,6,Light rain shower,SW
28-09-2024,Thunderstorm with Lightning at Bhopal,21.7603525,74.89259246,asia,IND,25,28,23.5,89,22.7,20.83,6,Light rain shower,SW
28-09-2024,Thunderstorm with Lightning at Patna,25.5608325,85.29128187,asia,IND,24.7,27.3,23.2,92,22.3,11.17,6,Light rain shower,SW
28-09-2024,Flood at CWC,27.189892,83.95,asia,IND,22.5,22.8,21.9,97,18.4,64.9,5,Light rain shower,FL
28-09-2024,Flood at CWC,26.405781,85.49,asia,IND,23,23.8,22.6,95,21.6,18.2,5,Light rain shower,FL
28-09-2024,Flood at CWC,26.265781,86.27,asia,IND,23.3,23.7,22.8,94,23.4,8.96,5,Light rain shower,FL
28-09-2024,Light Thunderstorms at Ranchi,24.542111,85.6860602,asia,IND,26.2,30.5,23.8,89,15.1,13.41,7,Light rain shower,SW
28-09-2024,Thunder shower at Kolkata,25.874019,87.96236331,asia,IND,24.2,26.2,22.8,95,22.3,51.63,6,Light rain shower,SW
28-09-2024,Flood at CWC,26.325781,87.54,asia,IND,23.4,25,22.2,95,20.5,29.54,6,Light rain shower,FL
28-09-2024,Moderate Rain at Itanagar,27.661099,91.90710875,asia,IND,8.3,12.9,5.3,72,9.7,0.76,3,Thundery outbreaks possible,SW
28-09-2024,Tropical Cyclone JEBI-24,23.80073602,140.1,asia,JPN,28.2,29,27,78,31,4.65,6,Patchy light rain with thunder,TC
28-09-2024,Tropical Cyclone KRATHON-24,21.5,122.4,asia,PHL,28.9,29.3,28.4,80,41.8,6.35,6,Light rain shower,TC
28-09-2024,Flood at CWC,27.083256,88.44942999,asia,IND,17.3,19.3,15.5,95,8.6,31.27,4,Moderate rain,FL
28-09-2024,Thunder shower at Kolkata,21.754642,88.95686418,asia,IND,28,31.2,25.7,86,17.6,4.71,7,Patchy light rain with thunder,SW
28-09-2024,Flood at CWC,27.925781,78.86,asia,IND,23.8,24.9,23.3,89,21.6,1.05,5,Light drizzle,FL
28-09-2024,Lightning at SDMA,16.6152025,81.46771053,asia,IND,27.8,31.5,24.9,81,13,7.3,7,Light rain shower,SW
28-09-2024,Flood at CWC,25.765781,84.37,asia,IND,24.5,27.7,23.1,95,20.5,21.66,6,Light rain shower,FL
28-09-2024,Light Rain at Mumbai,19.156937,74.85524168,asia,IND,24.6,28.7,21.5,78,27,0.06,6,Patchy rain possible,SW
28-09-2024,Thunder shower at Kolkata,21.7106135,88.11072939,asia,IND,29.1,29.6,28.4,82,24.5,6.24,6,Light rain shower,SW
28-09-2024,Thunder shower at Kolkata,22.685936,88.66191766,asia,IND,27.8,31.2,25.3,86,17.3,7.02,7,Patchy light rain with thunder,SW
28-09-2024,Lightning at SDMA,13.122133,79.025098,asia,IND,28,33.4,24.6,69,12.2,8.96,7,Patchy light rain,SW
28-09-2024,Thunder shower at Kolkata,22.908839,88.01556661,asia,IND,27.7,31.2,25,86,18.4,2.63,7,Light rain shower,SW
28-09-2024,Moderate Rain at Lucknow,26.863547,82.99118445,asia,IND,22.7,23.1,22.6,96,24.8,29.3,5,Light rain shower,SW
28-09-2024,Flood at CWC,21.655781,87.06,asia,IND,28.2,32.2,25.1,84,17.3,0.45,7,Thundery outbreaks possible,FL
28-09-2024,"Drought in Albania, Bulgaria, Cyprus, Spain, France, Greece, Italy, The Republic of North Macedonia, Malta, Türkiye",38.565,28.92475,asia,TUR,23.4,30.9,17,25,16.2,0,8,Sunny,DR
28-09-2024,"Drought in Bangladesh, India",23.5,88.5,asia,IND,27.9,32.3,25.2,85,18.4,5.75,7,Patchy light rain with thunder,DR
27-09-2024,Moderate Rain at Dehradun,30.159209,78.2808672,asia,IND,23.4,27.7,21,91,6.8,14.87,6,Light rain shower,SW
27-09-2024,Thunderstorm with Lightning at Mumbai,20.5878775,75.98643386,asia,IND,23.7,27,21.8,89,23.8,5.07,6,Light rain shower,SW
27-09-2024,Thunderstorm with Lightning at Bhopal,21.708758,77.02363228,asia,IND,24.7,27,23.4,92,15.8,6.47,6,Light rain shower,SW
27-09-2024,Moderate Thunderstorms at Bhopal,24.0196975,80.88313108,asia,IND,24.8,27.5,23.3,93,15.5,44.07,6,Light rain shower,SW
27-09-2024,Heavy Rain at Patna,25.7187555,84.35164501,asia,IND,24.5,25.5,23.7,96,25.6,55.03,6,Moderate or heavy rain shower,SW
27-09-2024,Very Heavy Rain at Patna,25.7833795,86.93714443,asia,IND,23.9,24.4,23.3,97,27,62.03,5,Moderate or heavy rain shower,SW
27-09-2024,Extremely Heavy Rain at Patna,26.263262,87.36563909,asia,IND,23.1,23.5,22.9,97,25.9,118.46,5,Light rain shower,ET
28-09-2024,Tropical Cyclone JEBI-24,24.4,138.9,asia,JPN,Null,Null,Null,Null,Null,Null,Null,Null,TC
28-09-2024,Tropical Cyclone TWENTY-24,25.50073602,123.5,asia,JPN,28.7,29.2,28.4,77,39.2,7.18,6,Light rain shower,TC
27-09-2024,Heavy Rain at Mumbai,17.281774,73.44442647,asia,IND,26.9,28.1,26,84,24.1,26.96,6,Light rain shower,SW
27-09-2024,"Thunderstorm, Lightning at Hyderabad",19.5457045,78.60867675,asia,IND,25.9,29.5,23.8,88,21.6,11,6,Moderate or heavy rain shower,SW
27-09-2024,Heavy Rain at Chandigarh,30.104797,76.61159937,asia,IND,27.1,31.5,23.9,78,18,0.52,7,Light rain shower,SW
27-09-2024,Very Heavy Rain at Gangtok,27.307221,88.38318724,asia,IND,13.3,17.2,10.6,96,5,31.88,4,Moderate rain,SW
27-09-2024,Extremely Heavy Rain at Kolkata,26.8353205,88.30705901,asia,IND,22.5,22.9,22,99,11.9,137.26,5,Light rain shower,ET
27-09-2024,Lightning at SDMA,18.532049,83.72394848,asia,IND,28.2,30,26.9,81,24.1,4.39,7,Light rain shower,SW
27-09-2024,Very Heavy Rain at Bhopal,22.288599,74.36019275,asia,IND,25.2,28.4,23.7,92,18.4,16.8,6,Light rain shower,SW
27-09-2024,Very Heavy Rain at Ahmedabad,20.719214,70.93002293,asia,IND,25.4,26.5,24.8,91,27.7,13.34,6,Light rain shower,SW
27-09-2024,Thunderstorm with Lightning at Bhopal,22.8062225,76.30119188,asia,IND,23.9,26.5,22.7,92,13.3,14.96,6,Light rain shower,SW
27-09-2024,Thunderstorm with Lightning at Ahmedabad,21.421866,71.21545961,asia,IND,24.7,26.6,24,90,24.5,6.62,6,Light rain shower,SW
27-09-2024,Flood at CWC,24.795781,87.92,asia,IND,24.9,26.3,24,95,22,26.98,6,Light rain shower,FL
27-09-2024,Flood at CWC,25.265781,87.02,asia,IND,25.1,27.3,24.2,94,19.4,15.6,6,Light rain shower,FL
27-09-2024,Lightning at SDMA,18.0496215,82.67227649,asia,IND,27.5,30.5,25.4,83,20.9,4.64,7,Light rain shower,SW
27-09-2024,Tropical Cyclone CIMARON-24,28.10320355,133.7434024,asia,JPN,Null,Null,Null,Null,Null,Null,Null,Null,TC
27-09-2024,Tropical Storm Cimaron,28.64900857,132.1,asia,JPN,Null,Null,Null,Null,Null,Null,Null,Null,SW
27-09-2024,Tropical Cyclone NINETEEN-24,41.70073602,151.7,asia,RUS,Null,Null,Null,Null,Null,Null,Null,Null,TC
26-09-2024,"M 4.3 - 35 km SSW of Hojāi, India",25.77200857,92.6799,asia,IND,22.9,23.9,21.7,100,2.5,11.31,5,Light rain shower,EQ
25-09-2024,"M 4.6 - 14 km E of Hizan, Turkey",38.27940857,42.5891,asia,TUR,14,17.6,8,44,9.7,0,5,Sunny,EQ
25-09-2024,Tropical Cyclone CIMARON-24,31.8003713,136.3155319,asia,JPN,23.3,25.1,22.1,67,34.2,0.02,6,Patchy rain possible,TC
25-09-2024,Tropical Storm Cimaron,28.24900857,133.9,asia,JPN,Null,Null,Null,Null,Null,Null,Null,Null,SW
24-09-2024,"M 4.6 - 26 km SSW of Pakokku, Myanmar",21.16330857,94.985,asia,MMR,25.5,29.8,23.4,85,20.9,11.98,6,Light rain shower,EQ
23-09-2024,"M 5.6 - Izu Islands, Japan region",31.59530857,140.0638,asia,JPN,26.5,27.9,25.2,75,47.2,7.87,6,Light rain shower,EQ
23-09-2024,tsunami in JAPAN,31.546,140.064,asia,JPN,26.5,27.9,25.2,75,47.2,7.87,6,Light rain shower,TN
23-09-2024,"M 4.5 - 260 km S of Kencong, Indonesia",-10.59159143,113.3731,asia,IDN,Null,Null,Null,Null,Null,Null,Null,Null,EQ
23-09-2024,"M 4.5 - 42 km SSE of Yuzhno-Kurilsk, Russia",43.70790857,145.9943,asia,RUS,11.9,13.1,10.8,64,23.4,0.18,3,Patchy rain possible,EQ
22-09-2024,"M 4.1 - 2 km ESE of Balayan, Philippines",13.97950857,120.7585,asia,PHL,24.7,26.6,23.6,91,16.9,5.58,6,Light rain shower,EQ
22-09-2024,Tropical Cyclone SEVENTEEN-24,24.8,124,asia,JPN,28.8,29.2,28.2,83,53.6,15.76,6,Light rain shower,TC
22-09-2024,"M 4.2 - Volcano Islands, Japan region",25.28850857,142.7018,asia,JPN,27.5,28.4,26.6,77,10.4,0.23,6,Patchy rain possible,EQ
22-09-2024,"M 4.3 - 19 km E of Gombong, Indonesia",-7.55319143,109.6947,asia,IDN,26.1,30.5,22.9,71,16.6,0.04,8,Patchy rain possible,EQ
21-09-2024,"M 4.3 - 15 km N of Bojnūrd, Iran",37.66400857,57.2985,asia,IRN,19.1,24.1,14.5,45,15.8,0,6,Partly cloudy,EQ
21-09-2024,Wildfire in Russian Federation 1022412,54.36275399,116.9933817,asia,RUS,6.6,15,-0.2,56,9.4,0,5,Sunny,WF
21-09-2024,"M 4.5 - Volcano Islands, Japan region",24.35550857,141.4191,asia,JPN,27.5,28.2,26.7,80,18.7,0.3,6,Cloudy,EQ
21-09-2024,"M 4.2 - 153 km NE of Kuril’sk, Russia",46.15070857,149.4085,asia,RUS,10,10.4,8.5,75,50,2.03,3,Patchy rain possible,EQ
20-09-2024,"M 4.5 - 117 km E of Ḩājjīābād, Iran",28.25210857,57.0941,asia,IRN,32.7,36.2,29.4,44,17.3,0,9,Sunny,EQ
20-09-2024,"M 4.0 - 91 km W of Bīrjand, Iran",32.79770857,58.2539,asia,IRN,24.4,30.2,16.3,20,23.8,0,8,Sunny,EQ
20-09-2024,"M 4.9 - 26 km SW of Yawatahama, Japan",33.31120857,132.2763,asia,JPN,26.4,29.4,24.3,83,23,0.14,6,Patchy rain possible,EQ
20-09-2024,"M 4.2 - 143 km NNE of Lospalos, Timor Leste",-7.47390857,127.696,asia,IDN,25.6,29.4,22.9,80,13,3.77,7,Patchy light rain,EQ
19-09-2024,M 4.0 - northwest of the Kuril Islands,50.60550857,150.2948,asia,RUS,Null,Null,Null,Null,Null,Null,Null,Null,EQ
19-09-2024,"M 4.4 - 12 km ENE of Sheregesh, Russia",53.01090857,88.1627,asia,RUS,6.7,15.6,-0.3,69,6.8,0,5,Sunny,EQ
19-09-2024,"M 5.5 - 168 km SW of Port Blair, India",10.61050857,91.6829,asia,IND,27.7,28.5,27.2,79,28.8,9.02,6,Light rain shower,EQ
19-09-2024,"M 4.5 - 194 km N of Gorontalo, Indonesia",2.31730857,122.7285,asia,IDN,26.5,32.3,21.3,73,14.8,0.28,7,Patchy rain possible,EQ
18-09-2024,Wildfire in Russian Federation 1022380,53.58279347,115.4158946,asia,RUS,3.8,11.4,-2.8,56,15.1,0,4,Sunny,WF
18-09-2024,"M 4.2 - 209 km NE of Kuril’sk, Russia",46.48190857,149.9542,asia,RUS,12.4,13.2,11.3,90,27.4,0.54,3,Patchy rain possible,EQ
18-09-2024,"M 4.9 - 33 km E of Hefei, China",31.96220857,117.6256,asia,CHN,27.1,31.8,24,78,24.8,0.48,8,Partly cloudy,EQ
17-09-2024,"M 4.3 - 74 km NNW of Bamboo Flat, India",12.37240857,92.4484,asia,IND,28.2,29.5,27.5,76,25.9,1.3,6,Light rain shower,EQ
21-09-2024,Tropical Cyclone PULASAN-24,37.22741262,139.1187456,asia,JPN,21.1,21.8,20.3,98,5.8,27.36,5,Light rain shower,TC
21-09-2024,Tropical Cyclone SEVENTEEN-24,23.90073602,116.6,asia,CHN,27,32.5,21.9,82,12.2,4.56,7,Patchy light rain with thunder,TC
21-09-2024,Typhoon Pulasan,34.34900857,125.4,asia,KOR,25.4,27,23,91,54.7,63.82,6,Moderate or heavy rain shower,SW
17-09-2024,"M 4.4 - 249 km E of Kuril’sk, Russia",45.31860857,151.054,asia,RUS,11.3,11.7,10.8,86,32.8,0,3,Overcast,EQ
17-09-2024,"M 4.8 - 72 km SSE of Klyuchi, Russia",55.78560857,161.3732,asia,RUS,9,12.3,6,76,25.2,0.79,3,Overcast,EQ
17-09-2024,"M 4.9 - 41 km ESE of Ürümqi, China",43.70690857,88.0798,asia,CHN,18.1,22.4,13.8,27,17.6,0,6,Sunny,EQ
17-09-2024,"M 5.1 - 214 km SSE of Amahai, Indonesia",-4.95339143,129.9207,asia,IDN,26.9,27.2,26.7,84,20.5,1,7,Patchy rain possible,EQ
17-09-2024,"M 4.4 - 97 km SSW of Pagar Alam, Indonesia",-4.82399143,103.0084,asia,IDN,25.2,28.6,23,76,17.3,0.26,7,Patchy rain possible,EQ
17-09-2024,"M 4.6 - Nicobar Islands, India region",8.97030857,90.5837,asia,IND,Null,Null,Null,Null,Null,Null,Null,Null,EQ
17-09-2024,M 4.5 - Kuril Islands,46.25180857,152.4922,asia,RUS,10.2,10.4,9.9,90,34.6,0.1,3,Patchy rain possible,EQ
17-09-2024,"M 4.3 - 211 km N of Hirara, Japan",26.75720857,125.3839,asia,JPN,28.6,28.8,28.4,79,42.5,0.47,6,Patchy rain possible,EQ
16-09-2024,M 4.6 - Kuril Islands,47.69070857,154.1416,asia,RUS,9.8,10.5,9.2,90,26.6,0,3,Cloudy,EQ
15-09-2024,Wildfire in Russian Federation 1022327,51.2405287,129.2415838,asia,RUS,14,22.5,6.4,41,14,0,5,Cloudy,WF
18-09-2024,Tropical Cyclone PULASAN-24,29,124.1,asia,JPN,27.3,27.4,27.1,86,31.7,6.68,6,Light rain shower,TC
18-09-2024,Typhoon Pulasan,27.04900857,127.8,asia,JPN,27.9,28.5,27,87,53.6,16.16,6,Moderate or heavy rain shower,SW
18-09-2024,Tropical Cyclone SIXTEEN-24,17.1,109.5,asia,CHN,27.4,32.1,24.6,79,13.3,3.57,7,Light rain shower,TC
15-09-2024,"M 5.5 - 173 km NE of Bontang, Indonesia",1.39190857,118.4805,asia,IDN,27.3,31.3,24,73,24.5,0.01,7,Patchy rain possible,EQ
15-09-2024,"M 4.5 - 71 km SE of Katsuren-haebaru, Japan",26.01880857,128.4673,asia,JPN,29.1,30.2,28.3,83,31.3,1.7,7,Patchy rain possible,EQ
14-09-2024,"M 4.7 - 58 km E of Onagawa Chō, Japan",38.51840857,142.1149,asia,JPN,22.8,23.8,21.7,89,29.5,3.78,5,Light rain shower,EQ
14-09-2024,"M 4.4 - 76 km N of Jumla, Nepal",30.01610857,82.1727,asia,NPL,11.3,15.2,6.2,76,10.8,1.78,4,Patchy rain possible,EQ
14-09-2024,"M 4.9 - Nicobar Islands, India region",6.21510857,92.1949,asia,IND,27.4,28.7,26.4,80,30.6,10.82,6,Light rain shower,EQ
14-09-2024,"M 4.4 - 35 km SSE of Shimukappu, Japan",42.76090857,142.6005,asia,JPN,13.7,17.4,9.6,74,16.2,1.38,4,Cloudy,EQ
14-09-2024,"M 4.6 - 25 km E of Nusa Dua, Indonesia",-8.78809143,115.4638,asia,IDN,25.4,29.8,22.3,76,14.8,0.79,8,Partly cloudy,EQ
17-09-2024,Tropical Cyclone PULASAN-24,25.07556063,127.9146951,asia,JPN,28,29,27.5,81,34.9,1.33,6,Patchy rain possible,TC
13-09-2024,"M 5.7 - 57 km SSE of Koshima, Japan",29.84890857,130.8548,asia,JPN,27.7,28.8,27.1,81,27.7,10.9,6,Light rain shower,EQ
13-09-2024,"M 4.9 - 274 km NNE of Saga, China",31.56150857,86.5605,asia,CHN,11.3,16.6,4.9,49,18.4,0.09,4,Patchy rain possible,EQ
13-09-2024,M 4.6 - western Xizang,33.66650857,85.2978,asia,CHN,11.7,18.1,6.4,44,14,0,5,Partly cloudy,EQ
13-09-2024,"M 4.6 - 297 km S of Aqqan, China",33.83380857,82.1484,asia,CHN,6.9,10.7,3.5,77,11.5,6.93,3,Moderate or heavy snow with thunder,EQ
13-09-2024,"M 4.7 - 248 km E of Port Blair, India",11.74650857,95.0257,asia,IND,Null,Null,Null,Null,Null,Null,Null,Null,EQ
